,X_r,Decision,best_r_quality,top_quality,OC,mean_input,P5_input,P95_input,KG,DL,HP_names,HP_vars,fp,file_number
0,[37.1406103],,72.70636450826204,73.89196795773414,1.1856034494720973,[38.58479218  4.65350138],[37.52642531  2.54837936],[39.54241438  9.35065744],"[array([[36.69266669, 43.03948738,  1.77068899]]), 2.5576574352444084]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.66301497e+04 4.53953153e+01 3.73350237e+01 6.66666667e+01
 9.99979205e-03]",12,1
1,[64.07199201],,7.782668562199141,73.89196795773414,66.109299395535,[38.4490688   4.60611792],[37.43956985  2.49619221],[39.15846833  8.63561688],"[array([[99.99996036, 39.63654782,  3.19918313]]), 8.647603429581181]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.66304336e+04 6.66666667e+01 2.32882130e+01 6.66666667e+01
 2.50050000e+00]",12,1
