,KG_Mc_Input
275,42.33191108703613
276,38.31459069252014
277,35.15216541290283
278,32.89323139190674
279,32.924264669418335
280,27.309369802474976
281,24.925695180892944
282,21.950157642364502
283,24.05073356628418
284,23.761986255645752
285,21.433671236038208
286,20.17509412765503
287,23.548442602157593
288,22.781960248947144
289,17.250006437301636
290,20.869213581085205
291,24.619017601013184
292,25.792630434036255
293,24.389680862426758
294,20.665469646453857
295,17.545830965042114
296,27.03056526184082
297,29.329413414001465
298,34.912789821624756
299,45.32762598991394
300,38.35446310043335
301,28.326634883880615
302,28.097025871276855
303,24.36561155319214
304,21.320622205734253
305,25.63765239715576
306,31.23542833328247
307,38.88390588760376
308,37.71937394142151
309,29.33076024055481
310,26.667606830596924
311,24.204861164093018
312,32.42272615432739
313,38.53799843788147
314,45.02451777458191
315,42.49195623397827
316,36.33563852310181
317,33.679036378860474
318,30.44243335723877
319,31.8012957572937
320,27.553470611572266
321,23.337785482406616
322,20.543217658996582
323,23.315619945526123
324,26.621647596359253
325,25.45097017288208
326,20.096349477767944
327,17.84360384941101
328,21.289331197738647
329,23.85445809364319
330,19.63752007484436
331,19.46166157722473
332,21.446762084960938
333,23.491705656051636
334,22.362918853759766
335,18.209564208984375
336,22.170085430145264
337,26.456243991851807
338,39.9829580783844
339,44.62639832496643
340,37.41059327125549
341,28.483888626098633
342,24.41474413871765
343,23.0043785572052
344,20.118982076644897
345,26.42654275894165
346,37.70141863822937
347,39.697092056274414
348,35.38853883743286
349,29.65865659713745
350,25.27781105041504
351,23.268965005874634
352,29.19620633125305
353,35.91268229484558
354,42.684518575668335
355,38.86386966705322
356,37.51137852668762
357,35.24966049194336
358,33.94121289253235
359,32.93049883842468
360,24.73940634727478
361,19.72189211845398
362,23.777777194976807
363,23.440606355667114
364,23.462680101394653
365,25.69672656059265
366,17.032763242721558
367,20.9929838180542
368,19.84939956665039
369,22.241348028182983
370,20.80911636352539
371,20.47393774986267
372,21.605008125305176
373,22.932525634765625
374,20.670847415924072
375,20.365705490112305
376,20.07814359664917
377,24.499367475509644
378,37.829373359680176
379,37.795681953430176
380,37.45247220993042
381,28.111220121383667
382,23.666422367095947
383,26.19501256942749
384,21.318048000335693
385,27.3633131980896
386,38.12324666976929
387,37.65979623794556
388,35.637264013290405
389,31.01674246788025
390,27.45227313041687
391,24.998483180999756
392,31.82462191581726
393,38.558887004852295
394,41.31872487068176
395,42.051599979400635
396,38.789889335632324
397,34.701520919799805
398,32.53999948501587
399,32.9623601436615
400,22.018810749053955
401,21.024356842041016
402,21.336512327194214
403,17.426913738250732
404,17.723093032836914
405,17.88114333152771
406,23.11289644241333
407,19.779274463653564
408,21.734144926071167
409,21.933796167373657
410,16.915935039520264
411,20.876057863235474
412,20.68182110786438
413,17.497166872024536
414,18.816837549209595
415,17.918072938919067
416,22.65935230255127
417,24.61660408973694
418,33.886499881744385
419,42.67195105552673
420,39.81233501434326
421,28.95170021057129
422,25.531898736953735
423,22.889323711395264
424,20.768626928329468
425,21.772653818130493
426,42.717926263809204
427,42.47085165977478
428,34.95255923271179
429,29.867708206176758
430,25.420822620391846
431,23.174039363861084
432,29.25811266899109
433,39.35548400878906
434,42.59809899330139
435,41.94935464859009
436,35.3783860206604
437,34.7404465675354
438,32.07964062690735
439,31.77574920654297
440,24.9584903717041
441,19.353251457214355
442,17.55361795425415
443,20.32184147834778
444,16.157379865646362
445,18.216919660568237
446,18.22474217414856
447,17.861425161361694
448,19.331818103790283
449,21.786465167999268
450,19.23354196548462
451,17.580799102783203
452,21.32619857788086
453,20.384154796600342
454,24.932899236679077
455,21.80693507194519
456,21.02896809577942
457,27.057002067565918
458,37.604172706604004
459,43.38671016693115
460,36.68631339073181
461,29.906638383865356
462,26.05907368659973
463,24.672927618026733
464,24.935709476470947
465,28.29354214668274
466,37.16188049316406
467,42.46835374832153
468,36.70128870010376
469,29.17658758163452
470,25.727920532226562
471,22.846036434173584
472,28.152583360671997
473,40.92667603492737
474,45.605270862579346
475,39.22841453552246
476,36.91468811035156
477,33.9047417640686
478,32.558085441589355
479,31.425011157989502
480,19.53218674659729
481,22.550973892211914
482,21.278462171554565
483,20.276187896728516
484,21.115079641342163
485,21.22955322265625
486,23.33189606666565
487,22.22935461997986
488,19.883136987686157
489,22.629082918167114
490,20.94445252418518
491,19.864303588867188
492,20.71744656562805
493,20.643283367156982
494,20.292882442474365
495,23.710390090942383
496,21.409322023391724
497,29.552332639694214
498,46.2663836479187
499,41.5429310798645
500,35.37486290931702
501,29.03261685371399
502,25.041036128997803
503,23.822853803634644
504,20.547049283981323
505,28.089037656784058
506,39.85312056541443
507,39.323312282562256
508,34.90038251876831
509,29.831104278564453
510,25.813170433044434
511,24.945374488830566
512,30.43107008934021
513,34.489389181137085
514,42.7457709312439
515,42.14653539657593
516,37.8809130191803
517,35.34758162498474
518,32.28988242149353
519,31.752843141555786
520,28.272855520248413
521,26.890985250473022
522,22.994184732437134
523,24.630412101745605
524,21.308677434921265
525,19.56430959701538
526,18.77515745162964
527,21.9340341091156
528,22.182711839675903
529,19.693081378936768
530,17.376919507980347
531,21.121219635009766
532,18.517295837402344
533,21.41525650024414
534,20.294840812683105
535,21.859654903411865
536,25.265607357025146
537,29.989616632461548
538,40.00627422332764
539,44.10348105430603
540,36.57766032218933
541,33.14195275306702
542,24.991689920425415
543,24.10011315345764
544,19.515642404556274
545,28.284145832061768
546,36.038323163986206
547,42.164228677749634
548,36.43542122840881
549,31.090789794921875
550,26.5995831489563
551,25.501601696014404
552,31.42153286933899
553,40.50860047340393
554,44.26090621948242
555,42.42934846878052
556,36.796420097351074
557,34.58257269859314
558,34.22732496261597
559,32.6509747505188
560,20.88733148574829
561,22.933863639831543
562,22.292911052703857
563,21.679155588150024
564,21.766193866729736
565,21.97723889350891
566,22.112311363220215
567,22.43509006500244
568,22.09478735923767
569,22.047874927520752
570,22.173725366592407
571,20.039649724960327
572,21.07912278175354
573,22.059916257858276
574,19.61936354637146
575,21.521619081497192
576,23.737809419631958
577,24.334230184555054
578,39.603275537490845
579,45.862645626068115
580,35.339953660964966
581,30.12810516357422
582,24.902775049209595
583,23.09574818611145
584,25.427759170532227
585,26.968510389328003
586,43.27468824386597
587,41.90388488769531
588,36.33864951133728
589,28.815578937530518
590,25.5601487159729
591,24.613836526870728
592,31.009074211120605
593,38.958515882492065
594,43.62308049201965
595,41.72760224342346
596,39.93375849723816
597,36.9365029335022
598,33.98784565925598
599,31.21759057044983
600,26.195796251296997
601,20.46227240562439
602,22.203922986984253
603,20.968737363815308
604,20.46926784515381
605,27.019504070281982
606,20.34440302848816
607,20.333799839019775
608,22.90194034576416
609,22.02230668067932
610,19.087196826934814
611,19.67710518836975
612,18.235255479812622
613,20.878804922103882
614,26.296938180923462
615,21.707690238952637
616,24.35539436340332
617,27.21990966796875
618,43.17714524269104
619,45.63162422180176
620,36.80218148231506
621,31.14580464363098
622,25.23361587524414
623,22.919594287872314
624,22.81696844100952
625,26.345969676971436
626,41.285810470581055
627,40.15777277946472
628,39.956093311309814
629,29.41518521308899
630,26.46736717224121
631,24.552994966506958
632,29.941401958465576
633,40.037208557128906
634,42.16052842140198
635,40.85085582733154
636,36.56898736953735
637,33.558035135269165
638,32.57500982284546
639,30.75732922554016
640,22.991761922836304
641,21.844783782958984
642,20.01874303817749
643,19.552029848098755
644,23.117615222930908
645,25.443947076797485
646,22.16761302947998
647,20.14961552619934
648,21.63343334197998
649,20.641268968582153
650,23.07253408432007
651,23.19942021369934
652,23.453729152679443
653,21.11315679550171
654,23.999778270721436
655,22.63665008544922
656,24.277703285217285
657,27.952741384506226
658,42.499324321746826
659,47.18170881271362
660,42.206695795059204
661,33.549060583114624
662,28.323717832565308
663,28.3756160736084
664,25.0386803150177
665,26.6356360912323
666,46.87497305870056
667,45.5703284740448
668,35.905837059020996
669,29.442426681518555
670,26.57143473625183
671,23.935436964035034
672,30.12298011779785
673,39.9743914604187
674,41.97764468193054
675,39.76558256149292
676,36.53561997413635
677,34.629591941833496
678,34.08224129676819
679,31.35109782218933
680,22.64888858795166
681,22.24944043159485
682,18.92196536064148
683,19.835904121398926
684,24.228586673736572
685,21.76849889755249
686,21.988664150238037
687,20.609248876571655
688,24.02592444419861
689,24.320568561553955
690,20.63332223892212
691,20.460740089416504
692,20.157504320144653
693,21.216896772384644
694,22.776055097579956
695,21.72438383102417
696,22.23314595222473
697,34.15330457687378
698,40.63004422187805
699,48.42100667953491
700,34.26820468902588
701,29.520427942276
702,26.67051935195923
703,24.776439666748047
704,24.33973455429077
705,30.593799114227295
706,40.98361849784851
707,46.36984324455261
708,35.23041605949402
709,31.233331203460693
710,27.240376472473145
711,26.01014232635498
712,30.27466583251953
713,40.362040996551514
714,41.816837787628174
715,40.25006365776062
716,38.98796200752258
717,33.63614225387573
718,32.91015601158142
719,32.560535192489624
720,36.323883295059204
721,24.29731512069702
722,20.713930368423462
723,19.03213667869568
724,22.279060125350952
725,21.03688621520996
726,23.27432870864868
727,20.024749040603638
728,23.445475339889526
729,24.64630365371704
730,23.475054502487183
731,24.54707169532776
732,22.229531049728394
733,20.16018295288086
734,23.727731227874756
735,20.891733169555664
736,24.64535927772522
737,28.550552129745483
738,36.82596778869629
739,42.88084030151367
740,37.9749174118042
741,28.593854188919067
742,24.47505521774292
743,24.66129183769226
744,25.226751565933228
745,29.50705862045288
746,46.1750922203064
747,45.65446376800537
748,35.470553159713745
749,28.992232084274292
750,26.826292753219604
751,26.355584144592285
752,28.902109384536743
753,39.54652690887451
754,44.41496753692627
755,40.360137701034546
756,38.6155731678009
757,34.766475439071655
758,33.859691858291626
759,31.696253538131714
760,22.72673797607422
761,22.79257082939148
762,25.33184576034546
763,23.111079454421997
764,21.217716217041016
765,19.62617564201355
766,19.935892343521118
767,20.926103830337524
768,21.41431450843811
769,23.42126178741455
770,22.630616188049316
771,20.71543049812317
772,21.649903535842896
773,21.47933530807495
774,20.577749252319336
775,20.333412170410156
776,22.043763875961304
777,25.527536392211914
778,39.37676525115967
779,36.74230670928955
780,36.59926414489746
781,27.777992963790894
782,25.58944582939148
783,23.6710262298584
784,23.295043230056763
785,24.81846332550049
786,48.653496742248535
787,44.05235409736633
788,37.43565773963928
789,30.521929025650024
790,25.55220603942871
791,24.670525074005127
792,30.755624771118164
793,37.9744131565094
794,41.91477942466736
795,40.500667095184326
796,38.971007108688354
797,36.29482650756836
798,33.49679088592529
799,32.25948929786682
800,20.514227151870728
801,17.31636333465576
802,19.15913724899292
803,19.22813391685486
804,27.530298948287964
805,22.030261516571045
806,23.837548971176147
807,21.15903067588806
808,24.071146488189697
809,25.98125171661377
810,22.615376949310303
811,23.84839177131653
812,20.685296773910522
813,24.48288083076477
814,19.694878339767456
815,21.90145468711853
816,24.417956113815308
817,26.33574604988098
818,46.5557119846344
819,37.38100290298462
820,35.89146447181702
821,28.734917163848877
822,27.246005058288574
823,23.254758596420288
824,23.428057432174683
825,28.13935947418213
826,41.953800678253174
827,42.62481641769409
828,38.02490448951721
829,31.21871852874756
830,27.868997812271118
831,25.812675952911377
832,30.204543113708496
833,40.295010805130005
834,46.95136308670044
835,40.7607684135437
836,39.0087788105011
837,35.26701259613037
838,33.07926154136658
839,32.20216131210327
840,24.73378849029541
841,14.243129968643188
842,21.450432538986206
843,22.467251300811768
844,21.91625213623047
845,23.179444313049316
846,20.644638299942017
847,22.116157054901123
848,22.69573163986206
849,21.835814952850342
850,24.15882658958435
851,22.076614379882812
852,23.05801248550415
853,23.69381308555603
854,23.420902490615845
855,22.50901484489441
856,24.439326763153076
857,28.649734497070312
858,37.96145725250244
859,42.15873718261719
860,40.0869562625885
861,29.53946328163147
862,25.669440984725952
863,22.439801931381226
864,18.69536542892456
865,23.245375633239746
866,35.13823318481445
867,41.476025104522705
868,35.914551973342896
869,29.364514350891113
870,22.91367244720459
871,22.502705097198486
872,29.700790643692017
873,36.42373871803284
874,41.91808199882507
875,40.53251886367798
876,38.33012771606445
877,32.88176774978638
878,31.271979331970215
879,30.467437267303467
880,22.884802103042603
881,22.655446767807007
882,20.057533740997314
883,18.55417513847351
884,22.504091501235962
885,24.306371927261353
886,22.205605506896973
887,22.24743342399597
888,21.963829278945923
889,23.655526161193848
890,25.7602961063385
891,22.900139331817627
892,21.967777252197266
893,22.24343705177307
894,23.27647876739502
895,22.462921380996704
896,26.15347194671631
897,28.280314207077026
898,47.100674867630005
899,48.18033146858215
900,35.2133572101593
901,31.264784336090088
902,29.520243406295776
903,25.85870933532715
904,26.553542137145996
905,29.13632845878601
906,45.39052057266235
907,45.05140662193298
908,39.286853551864624
909,31.61615228652954
910,28.219365119934082
911,28.77841877937317
912,31.988116025924683
913,41.012330532073975
914,42.891521692276
915,41.07284069061279
916,39.29710865020752
917,34.834006786346436
918,33.91080904006958
919,32.82223200798035
920,28.598407983779907
921,25.18699049949646
922,25.935078382492065
923,21.24367880821228
924,22.779094219207764
925,23.366045236587524
926,23.80899143218994
927,22.220077514648438
928,24.890090227127075
929,25.393739223480225
930,22.792428493499756
931,23.43787455558777
932,21.58880925178528
933,19.713976860046387
934,23.202147245407104
935,22.812771797180176
936,21.37614679336548
937,33.10393786430359
938,46.70147705078125
939,44.01904773712158
940,36.85381293296814
941,31.857696294784546
942,27.202784538269043
943,26.179409742355347
944,24.212669134140015
945,30.263419151306152
946,33.66139340400696
947,44.33083653450012
948,35.62661528587341
949,31.669097661972046
950,26.835400581359863
951,25.925519943237305
952,29.44147491455078
953,40.137333154678345
954,40.72986626625061
955,41.73178172111511
956,37.2300078868866
957,34.431644439697266
958,33.09490156173706
959,32.44456219673157
960,28.850330114364624
961,22.49717426300049
962,23.371752738952637
963,23.73655390739441
964,21.666001796722412
965,21.973466873168945
966,24.458105325698853
967,22.90184998512268
968,19.781039476394653
969,23.30999779701233
970,18.024158477783203
971,19.855128049850464
972,21.34480619430542
973,21.433038234710693
974,20.590631008148193
975,22.157007932662964
976,22.50352144241333
977,31.61489224433899
978,43.42355179786682
979,40.17888689041138
980,38.11218047142029
981,32.57238745689392
982,26.587172985076904
983,25.509631872177124
984,23.111960887908936
985,30.792622089385986
986,44.156184673309326
987,37.848299503326416
988,38.763426780700684
989,30.414177417755127
990,27.040261268615723
991,25.66766333580017
992,30.63765048980713
993,39.98838925361633
994,44.3537802696228
995,44.30778765678406
996,38.64500570297241
997,37.281935930252075
998,35.249122619628906
999,33.041847467422485
1000,27.656407356262207
1001,22.00037121772766
1002,21.403440713882446
1003,22.765451431274414
1004,26.078519344329834
1005,23.449687480926514
1006,23.573807954788208
1007,24.676649570465088
1008,21.152321577072144
1009,18.566789150238037
1010,21.300549745559692
1011,17.672338724136353
1012,17.653092861175537
1013,22.384564876556396
1014,21.59872078895569
1015,19.756654262542725
1016,20.79653000831604
1017,27.243587255477905
1018,40.01948618888855
1019,40.40937662124634
1020,36.77162003517151
1021,27.17545461654663
1022,26.236258029937744
1023,22.831831216812134
1024,24.56613802909851
1025,29.671802759170532
1026,38.8025484085083
1027,42.956568002700806
1028,35.034509897232056
1029,30.592751264572144
1030,26.82834243774414
1031,24.723188877105713
1032,29.368350744247437
1033,37.48096179962158
1034,45.874176263809204
1035,39.877129316329956
1036,38.17752933502197
1037,35.228498458862305
1038,33.41505575180054
1039,32.22920107841492
1040,21.951852798461914
1041,24.41915988922119
1042,31.9981369972229
1043,24.279232501983643
1044,22.827736854553223
1045,22.32123875617981
1046,24.781855821609497
1047,21.69509267807007
1048,22.985405683517456
1049,23.025855541229248
1050,22.057274103164673
1051,19.93473505973816
1052,21.077565908432007
1053,20.114482402801514
1054,20.689237594604492
1055,21.455434799194336
1056,23.176578760147095
1057,21.734496593475342
1058,37.47538495063782
1059,44.40222096443176
1060,39.47302579879761
1061,30.4814133644104
1062,26.47806453704834
1063,23.707894325256348
1064,21.6125967502594
1065,30.902179956436157
1066,42.41999268531799
1067,43.42548203468323
1068,41.17574954032898
1069,33.00295066833496
1070,28.199803829193115
1071,29.39873504638672
1072,33.52649760246277
1073,43.057557344436646
1074,46.67841863632202
1075,42.895532846450806
1076,37.32858753204346
1077,36.45321345329285
1078,34.95279860496521
1079,35.911541223526
1080,24.16636323928833
1081,20.033443450927734
1082,16.22701597213745
1083,16.349523067474365
1084,18.497078895568848
1085,16.249164581298828
1086,19.196253061294556
1087,19.79608154296875
1088,17.410020351409912
1089,20.16477108001709
1090,18.12205195426941
1091,17.218215703964233
1092,18.899728536605835
1093,20.159612894058228
1094,18.720307111740112
1095,21.166372776031494
1096,22.448941230773926
1097,24.748799800872803
1098,41.83888363838196
1099,40.19717884063721
1100,38.38135242462158
1101,25.516841411590576
1102,25.50273585319519
1103,23.50003957748413
1104,23.444353342056274
1105,32.66167688369751
1106,40.5050163269043
1107,38.84875988960266
1108,39.10013675689697
1109,30.164568185806274
1110,27.602899312973022
1111,24.40148663520813
1112,30.78734064102173
1113,39.92276453971863
1114,44.22419619560242
1115,40.2657949924469
1116,36.483418464660645
1117,33.738879919052124
1118,31.389917135238647
1119,30.886666536331177
1120,24.03533935546875
1121,21.8453311920166
1122,22.906487941741943
1123,24.766961812973022
1124,21.812368631362915
1125,20.902297258377075
1126,22.37900948524475
1127,22.239874601364136
1128,23.399255990982056
1129,19.33613133430481
1130,21.419166803359985
1131,21.261860609054565
1132,20.41502070426941
1133,22.319459438323975
1134,21.1056866645813
1135,23.233127117156982
1136,20.844801902770996
1137,29.177478790283203
1138,36.87824535369873
1139,44.638756275177
1140,39.15223288536072
1141,32.06725549697876
1142,27.946365118026733
1143,24.855223655700684
1144,24.084367036819458
1145,27.08074641227722
1146,40.458317279815674
1147,42.75996375083923
1148,39.27849841117859
1149,31.214844703674316
1150,26.548978805541992
1151,23.590412616729736
1152,33.81933379173279
1153,37.17539143562317
1154,41.75688028335571
1155,41.87511491775513
1156,39.10058665275574
1157,35.7583646774292
1158,32.48318409919739
1159,30.700116872787476
1160,23.761526823043823
1161,22.967387199401855
1162,25.600369930267334
1163,22.792237043380737
1164,18.693432092666626
1165,19.633609771728516
1166,20.710168600082397
1167,17.333716869354248
1168,19.30180311203003
1169,21.18246364593506
1170,20.25459384918213
1171,16.546976327896118
1172,19.21595573425293
1173,19.647778272628784
1174,22.055331230163574
1175,17.907260417938232
1176,19.76854372024536
1177,30.369292736053467
1178,41.520118951797485
1179,41.48259139060974
1180,39.51967525482178
1181,32.24257969856262
1182,25.910784244537354
1183,24.150736093521118
1184,20.90926694869995
1185,27.634344577789307
1186,41.89083981513977
1187,45.08531355857849
1188,36.785752296447754
1189,29.622199296951294
1190,23.89609956741333
1191,23.464783906936646
1192,28.29886221885681
1193,33.068246364593506
1194,41.67068266868591
1195,40.50800108909607
1196,36.94578242301941
1197,37.233864307403564
1198,30.651126384735107
1199,32.93176054954529
1200,27.38642644882202
1201,22.315794706344604
1202,22.187276124954224
1203,25.266654014587402
1204,17.78682279586792
1205,21.858150005340576
1206,18.338085174560547
1207,21.693019151687622
1208,22.657580852508545
1209,24.264194011688232
1210,23.92141819000244
1211,24.508628845214844
1212,22.351934909820557
1213,23.843648195266724
1214,20.764609336853027
1215,24.05381464958191
1216,24.71249485015869
1217,26.052660942077637
1218,40.56586980819702
1219,43.46678066253662
1220,39.49999475479126
1221,32.89032030105591
1222,26.63595700263977
1223,25.866952419281006
1224,23.749855279922485
1225,27.216312170028687
1226,42.4636390209198
1227,44.5863938331604
1228,34.972827196121216
1229,30.301581859588623
1230,26.24972438812256
1231,25.395884037017822
1232,30.37791872024536
1233,37.468029499053955
1234,50.49422740936279
1235,42.128371238708496
1236,37.784181356430054
1237,35.20747089385986
1238,33.022176027297974
1239,33.79423809051514
1240,20.102699756622314
1241,23.793097496032715
1242,24.422224283218384
1243,24.152251958847046
1244,24.163902759552002
1245,22.966227293014526
1246,19.513652801513672
1247,19.12643527984619
1248,22.429096937179565
1249,19.511102199554443
1250,24.056432723999023
1251,20.24002170562744
1252,23.196727752685547
1253,18.001883506774902
1254,21.774660110473633
1255,21.423393726348877
1256,24.19820499420166
1257,30.986574411392212
1258,45.724294900894165
1259,44.325953245162964
1260,39.18561506271362
1261,30.05726170539856
1262,24.759819269180298
1263,21.763312101364136
1264,23.34759521484375
1265,23.160767555236816
1266,43.14698648452759
1267,40.972683906555176
1268,36.00525236129761
1269,32.07224130630493
1270,26.36678719520569
1271,23.759100914001465
1272,27.309308290481567
1273,40.23017430305481
1274,41.0748496055603
1275,42.26368308067322
1276,38.5792121887207
1277,34.33584761619568
1278,34.509812355041504
1279,31.44950580596924
1280,20.244577169418335
1281,19.06132221221924
1282,19.48227024078369
1283,22.999990940093994
1284,20.109997987747192
1285,21.93171000480652
1286,21.10255527496338
1287,20.450805187225342
1288,18.568291187286377
1289,19.30332612991333
1290,20.173272132873535
1291,26.665286540985107
1292,23.649619817733765
1293,21.095201015472412
1294,21.224262475967407
1295,18.228607177734375
1296,19.72537851333618
1297,28.182061672210693
1298,36.61614179611206
1299,39.31933832168579
1300,34.473453998565674
1301,27.061963081359863
1302,25.94939088821411
1303,22.522562503814697
1304,21.13225245475769
1305,25.004937171936035
1306,35.54844379425049
1307,41.42758226394653
1308,36.23959708213806
1309,28.661783695220947
1310,25.128898859024048
1311,22.923454999923706
1312,31.04793620109558
1313,37.99356985092163
1314,44.06290054321289
1315,39.734851360321045
1316,36.68873977661133
1317,35.39150428771973
1318,31.50580382347107
1319,32.799925088882446
1320,21.79860210418701
1321,22.42755150794983
1322,21.303257942199707
1323,22.19452476501465
1324,19.658618688583374
1325,20.89808464050293
1326,17.11345934867859
1327,21.074346780776978
1328,17.413294076919556
1329,19.654868602752686
1330,20.880675792694092
1331,20.329806804656982
1332,22.20001220703125
1333,15.475951194763184
1334,19.646759033203125
1335,21.41071319580078
1336,21.17732548713684
1337,24.3987979888916
1338,42.336326122283936
1339,45.40989422798157
1340,37.501558780670166
1341,29.71385383605957
1342,26.42726230621338
1343,23.977823734283447
1344,24.071068286895752
1345,27.46930718421936
1346,43.85856747627258
1347,43.73039793968201
1348,37.87001705169678
1349,29.778276681900024
1350,25.725722312927246
1351,22.754456043243408
1352,29.09052085876465
1353,40.627678871154785
1354,44.573678970336914
1355,43.661187410354614
1356,37.25408220291138
1357,32.84931254386902
1358,31.911176681518555
1359,32.08185052871704
1360,21.568669319152832
