,X_r,Decision,best_r_quality,top_quality,OC,mean_input,P5_input,P95_input,KG,DL,HP_names,HP_vars,fp,file_number,results_name
0,[1.99999996 1.06179481 0.89458209],False,0,0,0.158774093551802,[0.5387396],[0.45418269],[0.62929095],"[array([[1.99982976, 1.99998995, 1.00788376, 0.51330939]]), 0.14724826272157487]","[0, 0.00318789835737335]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5.83295229 8.37293387 1.16048852 1.05671496 2.17300483 0.0746346 ],100,6,Production_line_BICO_RESULTS
1,[1.99999947 1.99999996 0.6972866 ],False,0,0,0.158774093551802,[0.52887442],[0.45500338],[0.61586961],"[array([[1.99816252, 1.99963177, 0.45277946, 0.36685077]]), 0.1112430984583378]","[0, 0.0058396585334097115]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5.86769772 8.47484647 1.16404662 1.06438766 2.173916   0.0738782 ],100,6,Production_line_BICO_RESULTS
2,[1.99999999 1.07263709 0.90394973],False,0,0,0.158774093551802,[0.53088799],[0.43947332],[0.64497256],"[array([[1.56616231, 0.58478532, 0.63607789, 0.10592719]]), 0.050756276736640626]","[0, 0.009309972262980325]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5.99204083 8.7247447  1.19334805 1.06729602 2.2119633  0.07639161],100,6,Production_line_BICO_RESULTS
