,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[44.16374912],[[7.07732066]],"[array([[56.46514162, 79.77130357]]), 39.32043294580381]","[0, 85.59405994345559]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[2.44282671e+04 7.24797259e+01 4.81376758e+01 1.00000000e-03],16
1,[19.71259616],[[34.46619548]],"[array([[6.67255745e-07, 3.60991674e+01]]), 61.390490635544445]","[0, 60.77920345621024]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[2.44341786e+04 7.24836832e+01 4.81397728e+01 1.00000000e-03],16
2,[28.82906687],[[16.23406602]],"[array([[30.55637131, 29.87152803]]), 68.00915742177577]","[0, 68.70786270618866]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.85812905e+04 4.49766762e+01 4.66933137e+01 1.00000000e-03],16
3,[29.27783175],[[15.33714519]],"[array([[28.83182193, 30.63004032]]), 69.85670782712825]","[0, 69.66937679810484]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.85811096e+04 4.49767358e+01 4.66928167e+01 1.00000000e-03],16
4,[30.88754576],[[12.12541959]],"[array([[ 0.11134469, 76.91552562]]), 69.57141557199526]","[0, 69.21075267073819]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[17493.79767475    44.73588199    45.97743135   101.67514805],16
5,[30.75964561],[[12.38003292]],"[array([[30.84358081, 92.21905029]]), 69.49439027744164]","[0, 69.55334022401773]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[15445.7834008     42.74692648    43.53321947    81.82076845],16
6,[31.05411608],[[11.79407145]],"[array([[16.14075673, 98.92990082]]), 70.50164153967597]","[0, 70.39026179030282]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[15446.33091885    42.74773857    43.53439828    81.82406955],16
7,[30.8309784],[[12.23801041]],"[array([[30.83007351, 91.85610084]]), 71.30674033226698]","[0, 71.30192011951722]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[15117.25192971    42.51968563    43.63998392    65.44535753],16
8,[30.53346718],[[12.83063431]],"[array([[30.53748074, 70.0311275 ]]), 72.0610574757984]","[0, 72.31987929883607]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[15365.80857139    42.57336357    44.136215      52.95664026],16
9,[30.37508206],[[13.14639805]],"[array([[30.37420143, 57.28501318]]), 71.59716698622498]","[0, 71.56138110864237]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[15361.6771642     42.57190824    44.13273258    52.95490235],16
10,[32.26670429],[[9.39545121]],"[array([[32.27122443, 76.41323888]]), 57.4972865854422]","[0, 57.415925166324904]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[15884.98207909    48.76791736    46.50172535   105.46748055],16
11,[31.49859235],[[10.911613]],"[array([[31.52029812, 29.19009547]]), 58.309874788232555]","[0, 58.21788850472242]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[14788.05394899    46.60064125    44.63757038    82.52004661],16
12,[33.45163821],[[7.09894282]],"[array([[33.47003934, 98.57143923]]), 62.72998971269959]","[0, 62.81593832875853]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[15325.43435995    48.25266142    44.55260172   150.75831538],16
13,[34.61104585],[[4.95554911]],"[array([[99.67026309, 43.14251506]]), 64.7199477329665]","[0, 64.84704431750465]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[15324.85299578    48.25292445    44.55223098   150.75862454],16
14,[33.99764014],[[6.07175087]],"[array([[33.96302409,  8.89593132]]), 63.71316576401186]","[0, 63.67457530950182]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[15325.3908153     48.25292159    44.55262213   150.75586944],16
15,[33.57908172],[[6.8569012]],"[array([[33.58998943, 86.56076671]]), 68.60024388164592]","[0, 68.61852850774684]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12535.24443767    44.08572405    36.19100126   118.13195204],16
16,[33.64238892],[[6.73714597]],"[array([[99.54048262, 43.64359372]]), 68.7102170459407]","[0, 68.71168030490894]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12535.22353595    44.08583289    36.19113843   118.13209741],16
17,[33.73431199],[[6.56385957]],"[array([[99.65654948, 44.95044953]]), 68.87507962639717]","[0, 68.87660369794017]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12535.22364145    44.08601214    36.19073696   118.13266182],16
18,[33.66485647],[[6.69472501]],"[array([[33.64312   , 87.87255999]]), 68.77769349284817]","[0, 68.78673700845972]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12535.14947632    44.08568015    36.1907575    118.1308885 ],16
19,[33.46709549],[[7.06952025]],"[array([[33.475078  , 70.10256058]]), 68.47343238570164]","[0, 68.4645758624364]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12535.2072295     44.08578061    36.19095392   118.13280639],16
20,[33.28497901],[[7.41726022]],"[array([[33.29783481,  6.57519464]]), 68.74562784052107]","[0, 68.81747677792441]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12235.17816449    43.53637981    35.5633435    101.1281233 ],16
21,[33.50738243],[[6.99291928]],"[array([[33.54051511, 81.73909427]]), 69.08542520607108]","[0, 69.12355415438942]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12235.45500622    43.5365882     35.56352723   101.12849955],16
22,[33.6219056],[[6.77585727]],"[array([[99.9999924 , 43.28535956]]), 69.28152099400246]","[0, 69.25158966336342]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12235.26376981    43.53640403    35.56345326   101.12830376],16
23,[37.08831884],[[1.24320581]],"[array([[73.07632208, 28.00959736]]), 73.80032193337121]","[0, 73.7577652412491]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[11823.89767004    46.21217885    32.59704074   106.37750103],16
24,[37.97851],[[0.43513821]],"[array([[37.95800022, 33.29308483]]), 72.92362325096884]","[0, 72.923515274473]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[13427.40593003    49.09981053    35.20633992   109.65118935],16
25,[37.74834554],[[0.60812881]],"[array([[37.75404484, 22.59769414]]), 72.52798920182558]","[0, 72.5591118654051]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[13429.69989921    49.09694546    35.06881416    98.06343936],16
