,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[46.50176099],[[13.51205471]],"[array([[21.21273705, 65.3838684 ]]), 37.992737091000336]","[0, 81.20637883109079]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.10655673e+04 4.02382246e+01 3.32917269e+01 6.28027138e-05],25
1,[35.668297],[[3.17421819]],"[array([[56.7399222 , 41.79549508]]), 47.31850940314036]","[0, 46.21728099453108]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.10655677e+04 4.02378648e+01 3.32921143e+01 3.65603131e-05],25
2,[35.68318871],[[3.15081902]],"[array([[ 9.39391442, 34.79006232]]), 47.009099432334644]","[0, 48.940953927986264]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.12619500e+04 4.30799499e+01 3.38325576e+01 1.00000000e-03],25
3,[38.67507387],[[0.0824446]],"[array([[9.60435525e-04, 3.98419997e+01]]), 57.64028804755247]","[0, 57.469785722610226]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.12619501e+04 4.30797175e+01 3.38326792e+01 3.56970945e-04],25
4,[37.5400615],[[0.7870593]],"[array([[83.15902224, 43.22977972]]), 56.55145700261191]","[0, 57.427679257910725]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.12620524e+04 4.49613867e+01 3.42708064e+01 9.41038962e-06],25
5,[38.05406233],[[0.38422901]],"[array([[81.94464603, 43.18418178]]), 58.660325675448775]","[0, 58.838863358450126]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.12621000e+04 4.49622302e+01 3.42718993e+01 1.67165482e-04],25
6,[36.36858046],[[2.13942632]],"[array([[73.48161049, 43.00800512]]), 52.51629422681406]","[0, 52.26301602277437]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.12621798e+04 4.49622474e+01 3.42720416e+01 2.02455120e-05],25
7,[37.11144149],[[1.21771848]],"[array([[37.11747793, 11.83477113]]), 55.73052603612031]","[0, 55.16375979269504]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.07933155e+04 4.40397760e+01 3.51185645e+01 1.00000000e-03],25
8,[35.66336924],[[3.1819732]],"[array([[35.67217078,  6.92541503]]), 53.330656648953216]","[0, 52.99231399964703]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[11941.82040509    45.56010411    33.39963791    51.46465601],25
9,[35.43439383],[[3.54870573]],"[array([[35.418639  , 11.12619627]]), 52.201114211999574]","[0, 51.567611919456475]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[11665.96024094    45.21230437    33.97926673    43.45410545],25
10,[35.16535899],[[3.99441861]],"[array([[35.16582274, 25.78099755]]), 52.122376467376974]","[0, 51.937164206679114]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[11921.05641429    45.29680935    34.79362618    47.63197718],25
11,[35.39289752],[[3.61645171]],"[array([[35.40046419, 90.53649714]]), 58.847071141627445]","[0, 58.80003516783768]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12358.9668576     44.98844204    35.73603468    52.62902029],25
12,[35.6385685],[[3.22109361]],"[array([[35.61145054, 93.74034972]]), 59.276681081606405]","[0, 59.25874625683974]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12160.03151776    45.51496449    36.39771361    50.44460969],25
13,[35.66082822],[[3.18597443]],"[array([[35.65530142, 36.2731168 ]]), 59.13497002569722]","[0, 59.21753049122456]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[11966.76760004    45.1120047     36.45377306    43.8175817 ],25
14,[36.61200894],[[1.81516421]],"[array([[36.61106377, 35.19444245]]), 62.54658481107728]","[0, 62.41800091367405]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[11966.84186241    45.11205849    36.45382372    43.81772511],25
15,[35.96492639],[[2.71891339]],"[array([[35.97060524, 10.48448174]]), 70.57260021342307]","[0, 70.76773740493994]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10604.4320478     42.8087022     33.37218004    65.28067329],25
16,[36.39440687],[[2.10407721]],"[array([[36.36080339, 29.59032233]]), 72.39693535774897]","[0, 72.427038509462]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10604.39092242    42.80873965    33.37217106    65.28091572],25
17,[36.52396604],[[1.93010304]],"[array([[36.51937147, 27.3405465 ]]), 72.99642515184127]","[0, 73.102748285173]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10604.44990954    42.80868653    33.37221191    65.28086288],25
18,[36.98353486],[[1.3614507]],"[array([[36.95220945, 11.96117276]]), 74.88238426843435]","[0, 74.7054965618001]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10604.35322225    42.80859583    33.37210183    65.28085372],25
19,[36.9679204],[[1.37945061]],"[array([[36.95822558, 86.79930322]]), 74.93783148731104]","[0, 74.9737467806639]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10215.91227345    42.19580917    32.7529675     57.91046529],25
20,[36.74105887],[[1.65169178]],"[array([[36.71679168, 29.72432021]]), 73.9595994576938]","[0, 73.97519488032333]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10215.96610102    42.19584188    32.75302369    57.91068874],25
21,[37.05904569],[[1.2757892]],"[array([[37.05458573,  9.0459982 ]]), 75.32660654886128]","[0, 75.21176307209518]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10215.89214       42.1957567     32.75293553    57.91056896],25
22,[36.92493713],[[1.42950075]],"[array([[36.93327329, 32.86297315]]), 74.84631873769759]","[0, 74.77654884588733]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10575.81068199    43.64746046    33.28745362    78.4167548 ],25
23,[36.83686849],[[1.53430695]],"[array([[36.84958807, 99.30096542]]), 71.30973402005375]","[0, 71.43407371294232]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[11279.97672172    45.15342616    34.61312553    83.32651901],25
24,[37.00004467],[[1.3425248]],"[array([[37.02490145, 22.15536935]]), 71.92567581044364]","[0, 71.9159344656936]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[11279.95552153    45.15334823    34.61307422    83.326195  ],25
25,[37.1163166],[[1.21237312]],"[array([[37.13879552, 83.88548432]]), 72.39251816369384]","[0, 72.39162012901411]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12791.84678577    46.4048271     36.83558479    98.36456616],25
26,[37.00453505],[[1.33739623]],"[array([[37.03556277,  8.98678124]]), 72.08403196609066]","[0, 72.17697052366913]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12868.56847828    46.50472171    37.14482843    92.10702892],25
27,[36.8560427],[[1.51123317]],"[array([[36.86931883, 86.67000857]]), 71.53865527986854]","[0, 71.59672016610322]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12868.55378973    46.50483651    37.1449183     92.10776131],25
28,[36.8501434],[[1.51831723]],"[array([[36.86112192, 35.24293279]]), 71.52829009900229]","[0, 71.4766204187575]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12868.53910172    46.50482442    37.14490669    92.10775114],25
29,[36.86215054],[[1.50391282]],"[array([[36.89153582, 69.96471791]]), 72.67092695186956]","[0, 72.71026863528141]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12531.8185035     45.90088007    36.71155836    86.27896809],25
30,[37.00004467],[[1.3425248]],"[array([[36.99732844, 66.08171482]]), 73.18994184087613]","[0, 73.15481473008671]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12531.80469343    45.90095317    36.71159315    86.27919464],25
31,[37.08180118],[[1.25043004]],"[array([[37.05227687, 84.69608657]]), 72.03519598676615]","[0, 72.07198009564723]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[11700.51765803    45.88864843    35.23530048    84.92501473],25
32,[36.98012201],[[1.36537662]],"[array([[36.96297585, 14.6445044 ]]), 71.66399509129067]","[0, 71.67484519204159]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[11700.71383813    45.88891459    35.23535839    84.92538929],25
33,[36.95316533],[[1.39654908]],"[array([[36.96754229, 76.83719141]]), 71.59783997230313]","[0, 71.56393213741035]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[11700.63696683    45.88867323    35.23533788    84.92495894],25
34,[36.97812568],[[1.36767523]],"[array([[36.95418997, 19.63009461]]), 71.61646064439334]","[0, 71.53147708612849]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[11674.73482162    45.85288007    35.34471833    80.09261366],25
35,[36.8856929],[[1.47583168]],"[array([[36.87620948, 78.29597138]]), 71.01176156425544]","[0, 70.967945496295]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12946.56782137    47.00533595    36.85449896    85.62998868],25
36,[36.98646999],[[1.35807805]],"[array([[36.99516993, 86.99694667]]), 71.28420917023249]","[0, 71.27507556422351]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12915.69987676    46.91699087    36.93039893    81.14083767],25
37,[37.14340916],[[1.18284777]],"[array([[37.11394777, 26.90555966]]), 71.69282206531038]","[0, 71.65700358980556]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12845.45317817    46.77032367    36.92411325    76.97292063],25
38,[37.11144149],[[1.21771848]],"[array([[37.11582563, 23.58576666]]), 72.06179624291295]","[0, 71.99164178868054]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12755.43968462    46.44061761    36.55677988    76.08903934],25
39,[36.74371325],[[1.64839332]],"[array([[36.73734748, 36.99376643]]), 71.24338340311192]","[0, 71.23510534691297]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12485.19522695    46.96962462    36.45561768   103.39347022],25
