,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[40.70015013],[[0.70327417]],"[array([[63.04890038,  4.33240459]]), 51.562539341826266]","[0, 83.72126391216199]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[17911.89937769    44.5485571     49.75744854    38.6753084 ],40
1,[38.09546382],[[0.3575927]],"[array([[ 0.27234068, 46.67212848]]), 67.27071611732057]","[0, 67.20472444759453]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[17903.0825251     44.54134607    49.75184873    38.66618773],40
2,[38.03623219],[[0.39597675]],"[array([[37.22138759, 11.53836637]]), 66.3394138601475]","[0, 65.50983283426771]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[17898.23895996    47.43778496    50.56796238    36.36438155],40
3,[36.14616719],[[2.45264072]],"[array([[99.99999998,  7.83549538]]), 70.9205946895723]","[0, 70.87359218436522]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[21919.00675409    56.19185751    45.23058196    90.9191697 ],40
4,[35.73151838],[[3.07526081]],"[array([[35.33236189, 94.00613167]]), 72.411330313846]","[0, 72.35617655911209]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[21917.17239535    58.51709929    42.49398618    56.36993925],40
5,[35.53777126],[[3.38161587]],"[array([[35.52209718, 43.4996372 ]]), 72.50894813215048]","[0, 72.83952033991851]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[21916.2571451     60.15705605    40.19711867    38.0522599 ],40
6,[31.14068108],[[11.62199683]],"[array([[30.39524483,  0.39816094]]), 68.1265770440713]","[0, 67.83874896027073]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[21915.32190478    60.15719167    40.19648977    38.04949064],40
7,[32.44108091],[[9.05350902]],"[array([[ 2.33703292, 46.68807676]]), 62.1379625098613]","[0, 62.161109921746885]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[2.50973525e+04 6.05552698e+01 3.44135040e+01 1.00000000e-03],40
8,[32.85129164],[[8.25373494]],"[array([[ 2.10408801, 46.88339338]]), 62.516489435979295]","[0, 62.682459539038774]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[2.50973523e+04 6.05557121e+01 3.44132581e+01 2.85808335e-04],40
9,[32.89110929],[[8.17650629]],"[array([[ 6.7445712 , 46.91710813]]), 62.61425166282008]","[0, 62.60555590751136]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[2.50973523e+04 6.05558911e+01 3.44131420e+01 7.51541074e-04],40
10,[35.04402317],[[4.2001931]],"[array([[35.17383447, 43.08204577]]), 54.84300888522235]","[0, 54.79204452509078]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.82629224e+04 5.95105183e+01 2.91452479e+01 1.00000000e-03],40
11,[33.48302533],[[7.03921716]],"[array([[33.32915263, 62.09664516]]), 65.38554756052083]","[0, 65.39864969541478]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.82628704e+04 5.60113869e+01 3.31095411e+01 6.02588329e+00],40
12,[33.00213312],[[7.96159846]],"[array([[33.00666314, 59.15819701]]), 65.10902305773233]","[0, 65.27756844369405]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[2.24951328e+04 5.84138911e+01 3.43682884e+01 6.71573699e+00],40
