,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[39.59116209],[[0.04744425]],"[array([[99.87409653, 30.13883383]]), 55.80451098994638]","[0, 86.6833854341585]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7.02274259e+03 3.01971373e+01 2.82222858e+01 1.00000000e-02],1
1,[30.66180238],[[12.57491]],"[array([[1.46035626e-06, 3.39835429e+01]]), 72.24515033306722]","[0, 68.88398571844748]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7.02274259e+03 3.01971373e+01 2.82222858e+01 1.00000000e-02],1
2,[31.26890198],[[11.3672915]],"[array([[ 8.22825005, 32.66318348]]), 76.4986226336354]","[0, 76.23060559511909]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7.02273582e+03 2.96977109e+01 3.01056608e+01 9.95516211e-03],1
3,[33.48609886],[[7.03337242]],"[array([[99.99999972, 37.69421446]]), 97.0417554949411]","[0, 95.50069911081941]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[6.56850381e+03 2.30248587e+01 3.79747479e+01 1.00000000e-03],1
4,[34.07981075],[[5.91961644]],"[array([[23.69525986, 45.3449566 ]]), 61.498268931393355]","[0, 62.43269035592629]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[6.56853576e+03 3.30668463e+01 2.74440590e+01 9.55201745e-03],1
5,[36.19658055],[[2.38029848]],"[array([[25.97329108, 43.85837693]]), 75.83916122417473]","[0, 75.71182168169607]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7299.94693007   34.52870341   28.8414166    10.69560327],1
6,[36.79660246],[[1.58321896]],"[array([[36.74533582, 94.77690437]]), 62.440078711626]","[0, 63.31378738852744]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8543.9117279    40.12390033   33.58619385   95.77087519],1
7,[35.69901753],[[3.12600791]],"[array([[35.65888997, 94.24215825]]), 58.69265314350781]","[0, 58.63261178871429]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8501.61030076   40.06185567   33.52384062   95.47644725],1
8,[35.55193784],[[3.35890964]],"[array([[35.52552142, 22.86778473]]), 58.290418573587985]","[0, 58.32815199519875]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8434.91279034   42.23618783   34.31425288  124.45682308],1
9,[35.4070788],[[3.59325714]],"[array([[35.46043415, 11.21481308]]), 57.86730002222908]","[0, 57.90354705059413]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8366.69726001   42.13374701   34.20234679  123.96766276],1
10,[36.01724667],[[2.64107397]],"[array([[36.01675208,  0.1806817 ]]), 59.760983405539065]","[0, 59.74602174962333]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8299.79928316   42.03462626   34.09267631  123.49378734],1
11,[40.02482755],[[0.21182749]],"[array([[35.1063568 , 33.42959304]]), 61.482362948782324]","[0, 61.53233429347008]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[6861.87818011   33.78374742   22.78376969   17.09418197],1
12,[40.10630662],[[0.25593655]],"[array([[38.87850884, 32.95469956]]), 61.92164716535155]","[0, 61.62178519476002]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[6858.33761627   33.7792146    22.78184609   17.08397769],1
13,[38.75537544],[[0.05926641]],"[array([[32.28542939, 40.26959699]]), 93.7029505388481]","[0, 93.56633171300318]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[6.85832456e+03 1.73954582e+01 2.67833554e+01 1.02861278e-02],1
14,[41.46505912],[[1.59685128]],"[array([[41.19549258, 46.87344587]]), 91.78359662240608]","[0, 91.6110652230882]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[6.85832689e+03 1.36059038e+01 2.74954937e+01 1.01546357e-02],1
15,[37.12452909],[[1.20339093]],"[array([[37.13702775, 49.89950326]]), 69.07100791229435]","[0, 69.11449910094316]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10307.81482623    40.79029519    33.23955044   279.73500915],1
16,[36.88672272],[[1.47460833]],"[array([[36.88738912, 17.75382597]]), 68.34303436976647]","[0, 68.16345121399657]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10307.78022051    40.79032159    33.23943683   279.735697  ],1
17,[37.18810878],[[1.13480864]],"[array([[37.17891907, 93.83770124]]), 66.86237868116345]","[0, 66.99856167629977]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9610.50622859   40.40162919   32.70421132  292.39313287],1
18,[37.02340198],[[1.31593684]],"[array([[37.01659301, 25.84525611]]), 66.29442390628937]","[0, 66.30227703045293]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9610.68015519   40.40169643   32.70449623  292.39699728],1
19,[37.1146602],[[1.2141883]],"[array([[37.1488041 , 52.92152003]]), 66.63980657164655]","[0, 66.5217460670904]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9610.70409761   40.40183248   32.70449877  292.39773081],1
