,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[38.08393435],[[0.36492011]],"[array([[60.09028183, 83.46678477]]), 49.89697087291162]","[0, 59.389210208693065]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[15114.01431145    47.0823394     41.76274812    54.60705482],71
1,[37.16267186],[[1.16204275]],"[array([[20.8872063 , 43.22198904]]), 63.63730680955466]","[0, 64.66778243705201]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[15107.7857392     47.07640431    41.75830855    54.59044801],71
2,[38.54438238],[[0.12811541]],"[array([[21.39308894, 46.19447359]]), 68.1539709660682]","[0, 68.05777075135573]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[15101.56539838    47.07047014    41.75386391    54.57374954],71
3,[40.9892291],[[0.9999756]],"[array([[ 7.4701512 , 53.75957031]]), 66.93761535975214]","[0, 67.31898807949166]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[15097.41382258    38.47748333    39.44568577    36.88929122],71
4,[39.84297665],[[0.12848255]],"[array([[14.29793784, 21.90062344]]), 58.663671116541806]","[0, 58.56230196947444]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[15090.03718796    50.70744025    43.81532247    62.46519934],71
5,[39.25842855],[[0.00108592]],"[array([[39.25858892, 59.31649133]]), 60.345581328698024]","[0, 60.25292496992584]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[15083.12320579    50.44114594    43.01798174    50.08652107],71
6,[39.05196081],[[0.00656273]],"[array([[39.05165982, 24.56058964]]), 58.49592882150669]","[0, 58.9162468050113]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[15079.29061091    50.63441398    43.56669103    43.12044987],71
7,[37.77400906],[[0.5875316]],"[array([[37.77339998, 66.49388615]]), 55.90530560785792]","[0, 56.06338951480192]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[14576.58028065    50.14674931    43.26912589    42.49881339],71
8,[38.39471457],[[0.19230856]],"[array([[38.37442107, 96.48842762]]), 57.217078013358446]","[0, 57.26127278846995]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[14575.3308825     50.14525361    43.26857635    42.5095777 ],71
9,[37.51009573],[[0.81449013]],"[array([[2.02812269, 3.30190831]]), 55.38269757993226]","[0, 55.38807879372497]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[14571.93105759    50.14285735    43.26689506    42.50604523],71
