,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[23.94752854],[[25.99633163]],"[array([[ 3.5828278 , 34.24270246]]), 39.14918623699272]","[0, 68.81120413376748]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8569.07609088   47.94649524   16.79751999  129.98964168],59
1,[13.26718274],[[47.35702268]],"[array([[ 2.33468853, 39.86666901]]), 75.9807128322839]","[0, 62.36986814188371]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8.56908618e+03 4.45563075e+01 1.56776777e+01 1.01097935e-02],59
2,[34.09274238],[[5.89574067]],"[array([[57.44869328, 39.3179431 ]]), 63.70627714444097]","[0, 58.9635792268256]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7515.95481446   35.56595698   17.54112459  157.73392045],59
3,[36.61505238],[[1.8112401]],"[array([[12.14961557, 39.85236512]]), 69.206631902308]","[0, 68.92018358461446]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7.51596123e+03 3.94774298e+01 1.63403093e+01 1.00152522e-02],59
4,[38.9371728],[[0.02075653]],"[array([[ 5.87477758, 39.83616283]]), 65.6342568367897]","[0, 65.63938086879187]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7.51596392e+03 3.62938156e+01 1.65736291e+01 9.99209666e-03],59
5,[40.15824987],[[0.2862411]],"[array([[57.53837633, 46.48301356]]), 69.27425661170034]","[0, 68.62971667490467]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7.51554789e+03 3.62963455e+01 1.65724216e+01 1.12855137e-03],59
6,[40.99564415],[[1.00713409]],"[array([[20.32341887, 46.23775335]]), 72.47120473392033]","[0, 72.36451563180005]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7.33655261e+03 3.63239384e+01 1.72697607e+01 1.61456724e-06],59
7,[41.55150396],[[1.71930038]],"[array([[41.36842589, 31.07615556]]), 63.61928571689842]","[0, 63.62474425175197]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7.87935574e+03 4.72272239e+01 1.50126284e+01 1.00000000e-03],59
8,[40.70409357],[[0.70697815]],"[array([[41.02141014, 31.05492478]]), 60.62731488191922]","[0, 60.561406570008494]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7.87904335e+03 4.72269199e+01 1.50124008e+01 1.00000000e-03],59
9,[41.31139798],[[1.38967604]],"[array([[41.34618182, 31.30324913]]), 60.671009265995295]","[0, 60.439278807958004]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7.90554530e+03 5.37584544e+01 1.27159094e+01 1.00000000e-03],59
10,[41.7163522],[[1.96434273]],"[array([[41.73797008, 92.46924084]]), 57.6827505210029]","[0, 57.723604300650514]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7905.54721334   53.63921684   12.25192172   10.82104237],59
11,[42.44022015],[[3.20945772]],"[array([[42.40638712, 19.5509112 ]]), 59.42874247281445]","[0, 59.462214484546585]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7905.54840995   53.63880867   12.25189628   10.82068701],59
12,[42.25505502],[[2.86593771]],"[array([[42.25541551, 11.80843551]]), 59.09600046563425]","[0, 59.09523427220674]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7905.5496231    53.63966121   12.2519037    10.82030654],59
13,[40.3330696],[[0.40071003]],"[array([[40.30363672, 50.9795768 ]]), 57.627270653379874]","[0, 57.77071946036388]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8352.61466151   46.01641614   24.79163918  231.40235742],59
14,[39.85478577],[[0.13326189]],"[array([[39.8683701, 22.7449992]]), 56.73791912220332]","[0, 56.89370435863593]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8352.08408731   46.01502057   24.79125887  231.39993733],59
15,[39.00250104],[[0.0117095]],"[array([[38.96747263, 21.43887886]]), 55.243749061217024]","[0, 55.17092428079487]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8352.18398507   46.01545265   24.7914493   231.40111355],59
16,[38.70585533],[[0.0731176]],"[array([[38.69425048, 90.790841  ]]), 55.50877613276614]","[0, 55.846642413694255]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8247.87505542   45.25710134   25.6775113   218.43633709],59
17,[39.48900935],[[0.02589775]],"[array([[39.49185237, 27.8810917 ]]), 56.92061471477067]","[0, 56.91676058249536]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8247.79675816   45.25650139   25.67745215  218.43743404],59
18,[39.68334813],[[0.07249094]],"[array([[39.66741279, 61.53134599]]), 57.01369344568542]","[0, 56.95180590241592]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8162.97587557   45.14950695   25.21199194  194.46484596],59
19,[39.28960184],[[0.00252161]],"[array([[39.29132588, 42.99833476]]), 57.873551907745565]","[0, 57.97328807754624]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10294.76041574    46.92656549    35.25942695   224.31313164],59
20,[39.14457949],[[0.00089809]],"[array([[39.11794495, 96.28925502]]), 57.61126018697866]","[0, 57.67657253408694]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10294.71292223    46.92640174    35.25948941   224.31145079],59
21,[38.9971871],[[0.01234993]],"[array([[99.82052899, 71.91384168]]), 57.34672121010173]","[0, 57.35264249146439]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10293.81035505    46.92512807    35.25814502   224.3071158 ],59
22,[37.92077233],[[0.47602479]],"[array([[37.91990302, 58.16535585]]), 55.3566737086915]","[0, 55.415579485366585]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10294.48754419    46.92556903    35.25904713   224.31067749],59
23,[38.22938151],[[0.27764621]],"[array([[38.22890702, 10.45366048]]), 55.93445403577572]","[0, 55.88508736311742]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10294.82550799    46.92678676    35.25932004   224.31055947],59
24,[37.92554289],[[0.4725821]],"[array([[37.90109099, 71.74247027]]), 55.05349816797258]","[0, 55.084516141671756]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10945.13648641    46.59827325    38.86874726   223.08372992],59
25,[37.83363124],[[0.54093384]],"[array([[37.83269419, 72.46941661]]), 54.87544188542935]","[0, 54.88387297257671]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10945.11012764    46.59837595    38.86842353   223.0831463 ],59
26,[37.98002969],[[0.43408546]],"[array([[37.95865741, 64.82408561]]), 55.149530309183405]","[0, 55.18227595663487]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10944.75481297    46.59772123    38.86826966   223.08212   ],59
27,[38.04968282],[[0.3870994]],"[array([[38.04882263, 81.55493257]]), 55.279010300322085]","[0, 55.26306982173349]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10945.07100706    46.59819283    38.8686365    223.08300337],59
28,[38.15442497],[[0.32121721]],"[array([[38.18767077, 26.09992731]]), 55.98528544772888]","[0, 55.94634520001591]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10243.09049985    44.34870136    38.20253455   205.95078775],59
29,[37.71150056],[[0.63826419]],"[array([[37.73831274, 56.42547099]]), 58.21728122946203]","[0, 58.11406496900222]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8332.21520323   38.26602012   34.01121317  182.40318823],59
30,[37.33882967],[[0.97914513]],"[array([[37.34320467, 59.48827198]]), 58.33179427485311]","[0, 58.333598477915295]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7768.29742817   35.4973719    33.00420896  161.2927854 ],59
31,[37.3136825],[[1.00442896]],"[array([[37.32878253, 12.33346409]]), 58.29022725630391]","[0, 58.24882888659899]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7768.16255209   35.49680608   33.00393467  161.2905163 ],59
32,[36.319323],[[2.20744781]],"[array([[36.3360112 , 21.72252738]]), 58.23092884926703]","[0, 58.22289957475912]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7089.65315203   30.28919707   31.84846231  133.06444373],59
33,[36.49638917],[[1.96665801]],"[array([[36.47036995, 80.68541392]]), 58.05038404991307]","[0, 58.008648573527736]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7145.01725511   30.5763893    32.32293012  128.37721265],59
34,[36.17094184],[[2.41699338]],"[array([[36.18316291, 89.86935252]]), 57.799163730367965]","[0, 57.81868112498183]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7047.14038997   29.87655896   32.13933378  118.01969869],59
35,[35.58460291],[[3.30673433]],"[array([[35.56174475, 22.87953042]]), 57.16556241948479]","[0, 57.17700679345638]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7047.09022965   29.87630343   32.1393363   118.01923871],59
36,[35.54002907],[[3.37799394]],"[array([[35.53562044, 40.83964341]]), 57.11483586262156]","[0, 57.17578202401196]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7047.15568083   29.87655159   32.13927329  118.01975403],59
37,[35.69254911],[[3.13613957]],"[array([[35.65110704, 95.60634165]]), 57.27688350157341]","[0, 57.256780340320994]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7047.17734771   29.87666074   32.13936145  118.0198537 ],59
38,[36.18210971],[[2.40098504]],"[array([[36.17114797, 20.54192769]]), 57.35593505835176]","[0, 57.347327266600956]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7679.98155922   33.34656951   35.04905744  130.10420336],59
39,[37.98458677],[[0.43093471]],"[array([[5.52680401e-08, 9.49561241e+01]]), 53.13968445351835]","[0, 53.19710913568279]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12485.35812984    49.78766       42.63027387   209.52633482],59
