,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[54.02280488],[[35.95981789]],"[array([[ 0.10234511, 72.01100035]]), 39.056746292875644]","[0, 56.1211998219537]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12863.20123876    50.47878665    42.18876862   441.55921545],30
1,[0.00017617],[[73.89103582]],"[array([[ 0.33334625, 44.42909512]]), 16.573448037168788]","[0, 14.667061385547273]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.28631835e+04 4.99540965e+01 1.95079403e+01 1.00208015e-02],30
2,[32.5651093],[[8.81095922]],"[array([[13.38119373,  1.58629933]]), 18.995644775104672]","[0, 19.34850480846229]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[14935.04969146    48.12230605    43.61446619   243.51003741],30
3,[32.76849287],[[8.41457421]],"[array([[14.07487317,  0.23601356]]), 20.316941611798203]","[0, 20.284086481741994]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[14731.34730086    47.98319927    43.36958601   244.0617119 ],30
4,[24.46215233],[[24.96708482]],"[array([[99.90117157, 13.73250409]]), 15.488744395532365]","[0, 15.51515162263435]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[16391.10502448    55.42969946    52.06009305   383.11776658],30
5,[25.1796855],[[23.53202148]],"[array([[100.        ,  20.06748879]]), 16.309410919942977]","[0, 16.60047581266103]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[16386.85993649    55.4267162     52.05524105   383.15979503],30
6,[26.29674606],[[21.29792053]],"[array([[99.84398535,  9.58942504]]), 17.6023167779637]","[0, 17.74793389944829]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[16389.57647911    55.42804456    52.05904928   383.16177195],30
7,[25.13041347],[[23.63056521]],"[array([[99.99999961, 20.25221666]]), 16.268654037426845]","[0, 16.43744460076362]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[16403.83163257    55.43737837    52.07531185   383.03268922],30
8,[28.00651322],[[17.87863939]],"[array([[99.99999975, 12.47337513]]), 19.665711732531094]","[0, 19.542296286288337]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[16389.53787606    55.42750074    52.05852998   383.12810674],30
9,[31.63107826],[[10.64917456]],"[array([[31.61443271, 88.45560144]]), 29.21339399335927]","[0, 29.152975858785215]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[41307.40771122    66.81430862    72.67113276   233.08035886],30
10,[31.71098381],[[10.49105028]],"[array([[31.73915051, 53.70667987]]), 30.83416117378518]","[0, 30.969664473678712]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[41307.43335485    65.68405792    71.98982844   194.17922457],30
11,[31.52760457],[[10.85411689]],"[array([[31.52308934, 96.93405021]]), 30.552183500582778]","[0, 30.56564263567162]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[41364.35328292    65.70069843    72.01782791   194.15401998],30
12,[32.42292158],[[9.08906947]],"[array([[32.42808308, 14.86635515]]), 32.00884795522058]","[0, 32.041068228939125]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[41364.3677829     65.70024735    72.01892688   194.15211648],30
13,[33.00460302],[[7.95682495]],"[array([[33.0050941 , 71.29731805]]), 32.99304702873507]","[0, 32.934089657289924]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[41364.46942218    65.70089853    72.01825509   194.15291503],30
14,[32.55618191],[[8.82839783]],"[array([[32.57596778, 45.3847111 ]]), 30.33982684607934]","[0, 30.394335857114523]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[42956.91663457    66.99664293    73.96679801   177.52185898],30
15,[32.56950258],[[8.80237862]],"[array([[32.5697461 , 97.60026033]]), 30.36754046295271]","[0, 30.448681936503835]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[42956.91729965    66.9963983     73.96595286   177.5219407 ],30
16,[33.28094975],[[7.42498001]],"[array([[33.24841922, 26.79151194]]), 31.446992789297042]","[0, 31.440193570564492]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[42956.91796015    66.99639985    73.96595194   177.52194406],30
17,[33.68631201],[[6.65425514]],"[array([[33.65469104, 31.68779347]]), 42.64732163743415]","[0, 42.6289523010612]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[41320.29129476    64.69240225    67.96388843   153.53802101],30
18,[33.83477014],[[6.37534163]],"[array([[33.84152787, 43.88056259]]), 60.17657097331345]","[0, 60.1999652411094]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[29843.76075834    57.36009865    51.19704382   244.95759956],30
