,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[20.66157703],[[32.56823409]],"[array([[4.88035586e-02, 6.52754937e+01]]), 73.14391024295196]","[0, 81.99528748472054]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9122.41296256   60.4647707    37.89907814   80.22644598],78
1,[0.00117038],[[73.88904739]],"[array([[ 0.70617218, 43.71766741]]), 72.09989604388034]","[0, 70.40880188674254]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9117.18236017   60.45156113   37.89552905   80.21335761],78
2,[26.86570495],[[20.16003485]],"[array([[4.83181775e+01, 2.65319999e-05]]), 49.033894504928526]","[0, 48.54021825921781]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[11017.00796333    40.36718637    50.56384084    60.25406029],78
3,[29.88410186],[[14.1261251]],"[array([[18.74360857, 68.26344886]]), 53.76298305250043]","[0, 54.22053215897838]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[26974.91290254    46.94549051    60.65053784    47.00224835],78
4,[30.03570922],[[13.82347897]],"[array([[18.15888535, 68.54318487]]), 54.15684933681669]","[0, 54.032776787548656]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[26974.73499151    46.94596276    60.65068948    47.00178917],78
5,[28.86965837],[[16.15292614]],"[array([[ 0.54369677, 92.50984687]]), 52.77685314541605]","[0, 52.90570737896584]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[26974.353612      47.61154946    65.81979356    49.25400874],78
6,[28.88147522],[[16.1293053]],"[array([[28.88728675, 54.514037  ]]), 52.82648798012759]","[0, 52.809206872078406]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[26974.10868138    47.61235028    65.8212586     49.25919093],78
7,[29.24856522],[[15.39562843]],"[array([[29.22536297, 79.47084345]]), 51.332883512635995]","[0, 51.60167156548207]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[26974.0996705     47.28078509    62.39673296    39.01142547],78
8,[28.93571339],[[16.02089032]],"[array([[28.9357094 , 95.29307625]]), 50.88929581590902]","[0, 50.7473655176116]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[26974.07409198    47.28155534    62.39540982    39.01119595],78
9,[28.80237903],[[16.287415]],"[array([[28.79142508, 36.17359132]]), 50.709335676720976]","[0, 50.64304224852887]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[26973.70538547    46.52907168    68.2212943     37.86294507],78
10,[28.78464987],[[16.32285585]],"[array([[28.75500496, 84.67786307]]), 53.45955670842095]","[0, 53.506745294090564]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[26973.69213625    46.34648618    63.95685621    39.46486866],78
11,[28.83257616],[[16.22705139]],"[array([[28.85323895, 41.47200222]]), 53.534780612028314]","[0, 53.530670624756695]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[26973.68006943    46.34635243    63.95699122    39.46576862],78
12,[31.34952914],[[11.20724521]],"[array([[80.03705108, 38.65175094]]), 61.73597910478345]","[0, 59.06436001719683]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8.39903244e+03 2.01034260e+01 4.34842331e+01 9.75305795e-02],78
13,[31.95577148],[[10.00748857]],"[array([[37.625304  , 36.47609745]]), 59.305391284435814]","[0, 59.21520880820774]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7.42482048e+03 2.45986237e+01 3.42653967e+01 3.71303908e-01],78
14,[35.88141425],[[2.84473739]],"[array([[36.10224345, 34.3372767 ]]), 66.03679871988999]","[0, 65.9595667303988]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5.79769224e+03 2.19688574e+01 2.65884814e+01 1.00000000e-03],78
15,[35.30753022],[[3.75699476]],"[array([[99.99999855, 38.17140297]]), 67.57092288483014]","[0, 67.4575670398541]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[6548.4113735    23.40042152   31.44005339   44.41966329],78
16,[34.93230158],[[4.39207163]],"[array([[34.90698041, 10.76689615]]), 67.00668806392943]","[0, 66.91170816505732]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7304.46728903   22.92947361   34.1544246    45.94212776],78
17,[30.75830023],[[12.38271233]],"[array([[30.771336  , 30.54166456]]), 59.408857056927665]","[0, 59.41456738895645]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9015.32819554   44.45401854   32.73950833  263.33513836],78
18,[30.49308223],[[12.91113193]],"[array([[30.5237392, 51.7247952]]), 58.98535763592255]","[0, 58.886049684708304]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9015.35661904   44.45397945   32.73985145  263.33536155],78
19,[30.40780508],[[13.08114687]],"[array([[30.43503293, 13.88054252]]), 59.05536049219896]","[0, 59.157372234480114]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8389.8453193    43.87821592   30.60136285  235.62352248],78
20,[30.54146704],[[12.8146903]],"[array([[30.51370391, 92.10638977]]), 59.2449462588707]","[0, 59.19371563257876]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8389.84876453   43.87811544   30.60139667  235.62389623],78
21,[34.83517109],[[4.56066664]],"[array([[34.95938488, 67.43321213]]), 67.29739225848007]","[0, 67.27939223885113]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5800.3266801    19.21298959   19.69422676   17.63101572],78
22,[35.01372155],[[4.25201266]],"[array([[34.89427111, 79.62772623]]), 67.53231258183511]","[0, 67.53111956387623]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5655.99550123   19.51962107   19.23254803   16.07616818],78
23,[35.2052909],[[3.92732107]],"[array([[35.24894278, 58.15094691]]), 67.6765720414221]","[0, 67.64607243751328]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5691.43404213   19.53981      19.48360552   14.23783391],78
24,[35.11139672],[[4.08558747]],"[array([[35.12765599,  4.76310288]]), 67.5485201846952]","[0, 67.48775285840414]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5662.41548306   19.57012097   19.35498435   11.7289135 ],78
25,[30.67683751],[[12.5449591]],"[array([[30.6673778 , 13.58955881]]), 59.965857311205106]","[0, 59.96814761325513]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8236.60653457   43.17571276   31.75825911  174.78966435],78
26,[30.64760199],[[12.60320001]],"[array([[30.67810105, 65.32864193]]), 59.90350388667382]","[0, 60.000088441965616]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8236.4537578    43.17540936   31.75817337  174.78710362],78
27,[30.36667139],[[13.1631708]],"[array([[30.3643676 , 42.25831115]]), 59.56081885299595]","[0, 59.6176975475606]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8236.56050946   43.17549133   31.75824562  174.78614235],78
28,[30.60677872],[[12.68453655]],"[array([[30.60932191, 58.33978684]]), 59.90360432447708]","[0, 59.806831412440125]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8236.58070123   43.17560893   31.75825669  174.78756671],78
29,[30.54854408],[[12.80058559]],"[array([[30.5902131 , 64.77377379]]), 59.993431794270755]","[0, 60.00206701919091]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8047.25011659   42.77628826   31.26765268  163.05977604],78
30,[30.42289158],[[13.05106581]],"[array([[30.40031215, 46.85203599]]), 59.83872021251487]","[0, 59.81954609096841]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8047.22951448   42.77628879   31.26762791  163.05999127],78
31,[33.47409057],[[7.05621146]],"[array([[11.36143896, 37.92831423]]), 74.24787690507952]","[0, 71.88966259452198]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5.01745354e+03 1.10450287e+01 1.52302873e+01 1.00000000e-03],78
32,[33.43045952],[[7.13928495]],"[array([[67.797585  , 38.56903415]]), 72.56630997338104]","[0, 71.89282597347844]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4.91593419e+03 1.11605688e+01 1.51822606e+01 1.00000000e-03],78
33,[33.46287437],[[7.07755362]],"[array([[ 0.20995512, 34.79221784]]), 72.06535329578813]","[0, 72.03040132897658]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4.82932105e+03 1.13027640e+01 1.51462255e+01 1.00000000e-03],78
