,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[35.52154992],[[3.4076727]],"[array([[48.07484595, 18.51039202]]), 41.2647292148076]","[0, 83.40538117588684]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.20252808e+04 3.71161025e+01 2.90018472e+01 9.94777860e-03],13
1,[37.49830902],[[0.82539364]],"[array([[26.41978358, 55.59748574]]), 91.01353377762113]","[0, 88.58242972497219]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.20252808e+04 3.71146790e+01 2.90003551e+01 9.99142759e-03],13
2,[41.48456593],[[1.62411475]],"[array([[64.13207863, 55.48324113]]), 72.10774111855082]","[0, 71.98065402014765]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.12674458e+04 3.44331936e+01 3.07226526e+01 1.00000000e-03],13
3,[41.43562733],[[1.55612474]],"[array([[ 0.08010009, 43.07372954]]), 73.43167025817316]","[0, 73.4706425503104]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[11268.16454756    37.45258436    30.49606068    22.75828724],13
4,[40.87767852],[[0.87946329]],"[array([[ 0.26089433, 46.02659377]]), 72.20011471070728]","[0, 72.1214670298629]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[13011.49348392    38.23422107    31.89135464    22.3304533 ],13
5,[40.58248634],[[0.59717033]],"[array([[ 9.05185053, 78.89742398]]), 70.26636010628651]","[0, 70.52481418377988]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12911.73324166    39.19759918    33.07707657    23.33093503],13
6,[41.15268644],[[1.19003994]],"[array([[ 9.2839561 , 79.12231478]]), 71.58107073503206]","[0, 71.41427850804658]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12911.53518645    39.19645301    33.0777544     23.33181352],13
7,[38.94992857],[[0.01878954]],"[array([[ 0.69190757, 14.62438503]]), 65.72913071522476]","[0, 65.4226144668216]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[15315.4089829     43.2167377     37.57901015    48.00698199],13
8,[39.37521252],[[0.00954277]],"[array([[75.78369614, 94.07124541]]), 65.27298710552759]","[0, 65.53745229284814]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[15443.87433604    42.38558598    39.29283333    39.47864236],13
9,[39.78834095],[[0.10751399]],"[array([[39.82375728, 18.06097585]]), 66.14079073438192]","[0, 66.11076468059181]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[15443.74374991    42.38536256    39.29346828    39.47718332],13
10,[43.14448271],[[4.65634646]],"[array([[18.073182  ,  9.40966236]]), 75.15503104320221]","[0, 75.0594390978327]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[14695.96003659    43.11292504    33.59957859    21.90225457],13
11,[39.67385649],[[0.069666]],"[array([[39.67183939, 73.32366108]]), 65.02571510514369]","[0, 64.95300853741965]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[23512.99285301    44.04814209    47.28013027    55.56293238],13
