,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[48.27573098],[[18.74050364]],"[array([[99.98962167, 29.42197156]]), 52.83147933335455]","[0, 82.8539952963699]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[6.67434616e+03 3.51128845e+01 2.68677728e+01 4.36112272e-04],17
1,[34.81128455],[[4.60237118]],"[array([[33.19403223, 43.18970015]]), 66.9332213518476]","[0, 65.42174967873679]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[6.67434616e+03 3.51136596e+01 2.68644949e+01 9.90505107e-03],17
2,[36.26399485],[[2.2847786]],"[array([[ 0.54367701, 49.52685691]]), 57.502561155396435]","[0, 58.002675960424284]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[6841.02309086   36.65145094   28.79718522   60.7222857 ],17
3,[36.40363487],[[2.0915001]],"[array([[ 2.89037196, 51.6643596 ]]), 58.86659934441924]","[0, 59.15999960556005]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[6966.94628285   36.76331864   28.94698343   60.61869351],17
4,[36.77034736],[[1.61544192]],"[array([[ 3.87150139, 52.43842866]]), 61.671680428882695]","[0, 61.362881591741406]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7061.44555412   36.85001111   29.05654449   60.58483904],17
5,[37.88779811],[[0.5001364]],"[array([[99.99999989, 38.18612679]]), 62.07932862790199]","[0, 62.17497130701423]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7123.98787976   35.1303305    32.56971881   46.1067286 ],17
6,[43.32725188],[[5.06472279]],"[array([[99.46962488, 38.64100686]]), 69.00782816203906]","[0, 67.76718696989768]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7.12398980e+03 2.80788698e+01 3.60365304e+01 1.01393772e-02],17
7,[40.55375588],[[0.57256445]],"[array([[83.57116915, 19.18199253]]), 62.84052994106743]","[0, 62.99667138360395]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9426.90059546   40.00854791   31.54330282   25.46045354],17
8,[44.5621822],[[8.10531531]],"[array([[45.23267709, 43.95826838]]), 67.63742956355829]","[0, 67.89280631997707]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9.42689921e+03 3.36440117e+01 3.42410563e+01 1.03537797e-02],17
9,[40.22547528],[[0.32798454]],"[array([[83.31684113, 22.29117785]]), 60.177944405214355]","[0, 60.43295638182965]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9426.84624886   40.00755479   31.54377619   25.45700083],17
10,[40.62759112],[[0.63683237]],"[array([[83.07880441, 18.8571603 ]]), 63.496201126958056]","[0, 63.82347251231218]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9427.03375903   40.00844316   31.54339619   25.46006812],17
11,[40.74499788],[[0.74596246]],"[array([[40.75267779, 40.52433641]]), 64.56113224393003]","[0, 64.55230398300651]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9427.30690259   40.00842311   31.54349994   25.46096416],17
12,[41.57663759],[[1.75568876]],"[array([[81.48995045, 18.02833391]]), 70.25555993604634]","[0, 70.30904619264234]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9275.12560365   37.46920511   31.43264023   54.18839872],17
13,[41.71165758],[[1.95715772]],"[array([[41.71613294, 14.30644144]]), 71.38329123514556]","[0, 71.35881184807178]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9274.88537574   37.46907981   31.43227609   54.18741914],17
14,[45.60002052],[[10.93424722]],"[array([[86.80900803, 35.97760364]]), 79.3555135083568]","[0, 79.1958858073159]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10535.14642503    30.75968659    37.71663491    23.25996702],17
15,[38.60269603],[[0.10652946]],"[array([[38.59520797, 21.70559758]]), 68.57353674320834]","[0, 68.60095345620252]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12238.2493793     47.37268276    35.3475377    131.04373702],17
16,[38.30538092],[[0.23656248]],"[array([[38.30552082, 99.99998647]]), 66.95963281996873]","[0, 67.17176676552221]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12237.09661012    47.3717071     35.34666806   131.04210741],17
17,[38.42354756],[[0.17896697]],"[array([[38.42047722, 32.69411721]]), 67.63173511206011]","[0, 67.57281193226619]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12237.2767225     47.37194929    35.34694546   131.04233363],17
18,[38.32719598],[[0.22535088]],"[array([[38.34104629, 67.21162538]]), 65.81107946757652]","[0, 65.9214677522266]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12467.69037045    47.77210584    36.01006604   116.71908949],17
19,[38.45254755],[[0.1660152]],"[array([[38.45602047, 98.41268189]]), 66.54100598857119]","[0, 66.52463667223931]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12467.94836029    47.77241428    36.01012219   116.72079974],17
20,[38.440897],[[0.17116205]],"[array([[3.84269453e+01, 1.81123991e-06]]), 66.78330990235298]","[0, 66.74642082302245]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[11031.81534181    47.99986979    33.94244233   116.94348964],17
21,[38.01378796],[[0.41099928]],"[array([[38.00743854, 34.47881381]]), 68.2231885321172]","[0, 68.16721665437731]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[23201.10730411    53.99969927    42.54835159   170.63219794],17
22,[38.17766664],[[0.30738558]],"[array([[7.89290019e+01, 6.43440815e-05]]), 68.3145508871821]","[0, 68.25814255797252]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[22836.33739036    53.49597771    42.04051814   148.74049582],17
23,[37.35988946],[[0.95818622]],"[array([[37.38426518, 66.46423368]]), 67.85016151098687]","[0, 67.88725761270604]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[34973.02020089    62.11544725    49.50651859   148.02131746],17
24,[37.46717701],[[0.85450071]],"[array([[37.46822134, 58.21129439]]), 68.14547045817817]","[0, 68.07044559259481]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[34972.9826181     62.11574612    49.50624879   148.02046856],17
25,[37.77949452],[[0.58317102]],"[array([[37.76112195, 98.90314477]]), 66.89275304726853]","[0, 66.86038321549613]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[31995.62114135    61.05959744    46.94436291   138.16395139],17
26,[37.93349602],[[0.46686844]],"[array([[37.90766373, 68.69776945]]), 66.79100427594753]","[0, 66.78499109713874]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[30916.36629599    60.18534334    46.19429456   124.29308006],17
27,[38.36589546],[[0.2061045]],"[array([[38.37255475, 86.85750513]]), 66.98816344123853]","[0, 66.98747612449787]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[29230.99329309    58.77513768    45.12603015   113.69916103],17
28,[38.58156357],[[0.11412815]],"[array([[38.57602713, 69.20127084]]), 67.09799003815769]","[0, 67.1355042736477]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[29023.73205449    58.0430449     45.3063733    104.53782539],17
29,[38.78876393],[[0.05073508]],"[array([[38.76635081, 63.53831204]]), 67.62095657524529]","[0, 67.63593230125612]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[29023.7144999     58.04309005    45.30640373   104.53763554],17
30,[38.73889175],[[0.06371864]],"[array([[38.75640119, 67.52664685]]), 67.49662860428008]","[0, 67.52093114739043]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[29023.69694552    58.04308244    45.30639724   104.53762874],17
31,[38.57285792],[[0.11733261]],"[array([[38.57845481,  2.56200551]]), 67.07734469291967]","[0, 67.08795784193428]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[29023.67939129    58.04307482    45.30639073   104.53762267],17
32,[38.57564722],[[0.1163012]],"[array([[38.58316111, 34.07363192]]), 67.09122188911304]","[0, 67.10588125141648]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[29023.71663463    58.0430915     45.30642212   104.53737834],17
33,[38.43756794],[[0.17264666]],"[array([[38.4386355 , 30.87978456]]), 66.74862399212638]","[0, 66.73254476076924]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[29023.69908026    58.04308336    45.30639804   104.53762916],17
34,[38.59400545],[[0.10962349]],"[array([[38.60609709, 13.63990504]]), 66.97080296420071]","[0, 66.98077357092288]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[27965.55785727    57.00816022    44.44080921    94.98570027],17
35,[38.75524981],[[0.05929991]],"[array([[38.75629298, 62.68934423]]), 67.37825468898194]","[0, 67.35044330541548]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[27965.62827336    57.00839867    44.44078223    94.98548436],17
36,[38.92802423],[[0.02222698]],"[array([[38.93368762, 34.15699824]]), 67.00328455561136]","[0, 67.00539058035756]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[26733.93116753    56.04519357    43.44013557    87.65816634],17
37,[39.05148616],[[0.00660517]],"[array([[39.0283281 , 23.17629391]]), 67.31578801356584]","[0, 67.30165316137085]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[26733.92145735    56.04507516    43.43998621    87.65866056],17
38,[36.85437151],[[1.51323891]],"[array([[36.81902362, 97.87480757]]), 62.31924301130195]","[0, 62.27782951810682]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[32916.59085226    63.19883491    49.4108532    199.42841325],17
39,[37.03105522],[[1.30727316]],"[array([[37.04649649, 74.1837265 ]]), 62.51157452762663]","[0, 62.45855473389446]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[32249.26273001    62.75163378    48.9418298    188.1338275 ],17
