,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[48.50961438],[[19.43749429]],"[array([[67.4142194 , 37.80068495]]), 55.366971431883535]","[0, 85.04947319176914]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[2.33856035e+04 6.19908181e+01 5.04759865e+01 4.51355867e+00],80
1,[33.81326791],[[6.41561418]],"[array([[18.4791799, 20.6216502]]), 51.20734965392406]","[0, 51.815693365909866]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[2.33856255e+04 6.19900056e+01 5.04761233e+01 4.51300335e+00],80
2,[36.7421483],[[1.6503378]],"[array([[22.35101231, 17.81422237]]), 57.459427028130236]","[0, 57.72275262485661]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[2.33856473e+04 6.19900054e+01 5.04761989e+01 4.51308031e+00],80
3,[37.49487478],[[0.82858253]],"[array([[52.40705149, 44.5478239 ]]), 59.02461075755447]","[0, 58.979346124836205]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[2.33856690e+04 6.19900157e+01 5.04762265e+01 4.51309360e+00],80
4,[36.29671963],[[2.23892245]],"[array([[36.80131559, 95.14189204]]), 57.27570779811566]","[0, 57.70270030389571]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[2.33855638e+04 6.14187538e+01 5.79962246e+01 7.29577793e+00],80
5,[36.47951412],[[1.98915491]],"[array([[36.84209548, 92.90632184]]), 57.684570052110175]","[0, 57.51023925432161]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[2.33855517e+04 6.14186936e+01 5.79962167e+01 7.29556861e+00],80
6,[36.25434795],[[2.2983606]],"[array([[36.25400686, 56.48620183]]), 57.14169657698538]","[0, 57.149779004761164]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[2.33855372e+04 6.32929000e+01 6.00699657e+01 6.48773167e+00],80
7,[36.46320171],[[2.01099377]],"[array([[36.46282553, 56.229563  ]]), 56.68212961343358]","[0, 56.73027699815828]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5.58396598e+04 7.75816105e+01 7.84220665e+01 7.03024977e+00],80
8,[37.36084409],[[0.95724067]],"[array([[37.39477289, 88.99400093]]), 58.527506913866546]","[0, 58.54449819991262]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5.58396519e+04 7.75813512e+01 7.84224699e+01 7.03014984e+00],80
9,[37.57734235],[[0.75351722]],"[array([[37.59468394, 50.74371705]]), 58.97200801879907]","[0, 58.860574530882886]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5.58396441e+04 7.75813490e+01 7.84224662e+01 7.03014976e+00],80
10,[37.48726138],[[0.83567159]],"[array([[37.50753989, 13.52361885]]), 58.74640765225289]","[0, 58.67277767189083]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5.94610320e+04 8.07929049e+01 7.88364556e+01 5.18715952e+00],80
11,[37.00719649],[[1.33436049]],"[array([[99.99999087,  0.42325209]]), 57.15259398948684]","[0, 57.227504826239894]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5.94610184e+04 7.73204818e+01 6.43010821e+01 3.84663951e+01],80
12,[37.07979591],[[1.25265631]],"[array([[37.06926363, 82.08156875]]), 57.29695165767138]","[0, 57.288394205727855]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5.94609925e+04 7.73223199e+01 6.43006307e+01 3.84671375e+01],80
13,[36.77808307],[[1.60592083]],"[array([[36.76454273, 52.18868052]]), 59.25197856461795]","[0, 59.16276790960235]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[26647.17120363    65.94880978    46.84095612    28.18893732],80
