,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[38.2616864],[[0.25979985]],"[array([[58.75526396, 29.06567196]]), 40.81881175949362]","[0, 80.58172378095831]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.00002464e+04 5.08371019e+01 3.91178437e+01 3.02619720e-04],39
1,[26.4790426],[[20.9333351]],"[array([[24.81986992, 25.79200341]]), 33.76704301335941]","[0, 34.025081603692406]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.00004750e+04 5.08374064e+01 3.91178294e+01 6.56473389e-05],39
2,[27.95494008],[[17.9817671]],"[array([[50.13130911, 32.63820767]]), 34.61290577828454]","[0, 34.46284830079898]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.00005870e+04 5.08386626e+01 3.91172402e+01 7.81169174e-04],39
3,[28.70586335],[[16.48035557]],"[array([[ 0.22824873, 52.82659939]]), 35.04627160684555]","[0, 34.95388073901835]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.05836597e+04 5.38590361e+01 4.07513950e+01 1.00000000e-03],39
4,[28.52353017],[[16.84487681]],"[array([[ 0.22802326, 35.70852713]]), 31.666217004086814]","[0, 32.13990926941246]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9.95567209e+03 5.00727956e+01 4.33455300e+01 1.00000000e-03],39
5,[30.49105335],[[12.9151763]],"[array([[30.71896524, 10.90068758]]), 33.130561885163644]","[0, 33.137440293167366]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9.95595331e+03 5.00729119e+01 4.33459196e+01 1.00000000e-03],39
6,[31.49878089],[[10.91123967]],"[array([[50.13691044, 52.86586803]]), 33.96162212026211]","[0, 33.97421858239819]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9.95595331e+03 5.00729550e+01 4.33459870e+01 1.28833723e-05],39
7,[31.2564871],[[11.39194366]],"[array([[48.07579445, 51.873685  ]]), 33.752712481980886]","[0, 33.78027742845065]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9.95595332e+03 5.00729599e+01 4.33460038e+01 1.29191611e-05],39
8,[34.3754027],[[5.37871457]],"[array([[52.91891338, 55.29533803]]), 36.66152276833043]","[0, 36.61528989041679]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9.95595332e+03 5.00729611e+01 4.33460069e+01 1.29249780e-05],39
9,[39.93037095],[[0.16593397]],"[array([[ 0.49797541, 97.32348601]]), 45.06257580150731]","[0, 45.30579218064031]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9944.99173068   46.73089842   38.25671264   57.58355249],39
10,[38.56221272],[[0.12130967]],"[array([[ 0.34512572, 93.17645764]]), 42.579457082069986]","[0, 42.6540794865738]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9934.92977293   46.72181867   38.24955681   57.55920419],39
11,[38.75668757],[[0.058919]],"[array([[1.25513788e-06, 9.18896102e+01]]), 42.9202023227631]","[0, 42.75489348194103]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9924.9435526    46.71282323   38.24210981   57.54207271],39
12,[38.62086421],[[0.10020088]],"[array([[14.77134105,  8.16987949]]), 42.10191310013795]","[0, 41.99673258915989]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9918.05833257   46.41116829   38.663755     48.24451473],39
13,[39.00109823],[[0.01187693]],"[array([[38.98977862, 60.94085205]]), 44.2285403849515]","[0, 44.143424061009235]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9878.12900232   48.67673134   39.01198355   71.58548552],39
14,[43.06310643],[[4.47861193]],"[array([[78.27712844, 34.13792083]]), 46.453812720191]","[0, 46.312341491400375]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7.96922501e+03 5.79181069e+01 1.75601727e+01 1.00000000e-03],39
15,[38.270054],[[0.25526944]],"[array([[38.26811071, 86.04217745]]), 43.58386456046741]","[0, 43.47529730673025]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8397.2634882    48.08456803   35.73247937   70.34199272],39
