,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[94.43229057],[[157.18825963]],"[array([[99.99997171, 44.57539181]]), 59.45278783326917]","[0, 110.68641245092203]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.15692108e+04 3.35028524e+01 2.62083891e+01 2.48515181e-05],52
1,[99.99821554],[[173.88603456]],"[array([[1.09544584e-06, 8.69657540e+01]]), 46.901538556865255]","[0, 46.67670555696659]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[15199.57321119 39885.55399901    62.19824651   559.43221778],52
2,[77.22274031],[[105.55960886]],"[array([[99.99999993, 29.19104541]]), 55.463082285126134]","[0, 52.564611096461]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9719.93021586   61.82983124   55.74677711  538.95916447],52
3,[45.95680569],[[11.94412643]],"[array([[31.45643211, 45.78197841]]), 76.60218484629763]","[0, 78.07809776729445]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.64081266e+04 4.91055824e+01 2.42250731e+01 1.00000000e-03],52
4,[48.23473895],[[18.61845381]],"[array([[35.29605926, 48.11659377]]), 81.53597838170282]","[0, 79.95684940074497]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.64081266e+04 4.91056138e+01 2.42252906e+01 4.09792086e-04],52
5,[49.32852079],[[21.88415357]],"[array([[61.49467716, 45.13290138]]), 78.42620735993792]","[0, 78.62288049259169]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.98627206e+04 5.29181099e+01 2.69501139e+01 1.00000000e-03],52
6,[48.72585636],[[20.08274016]],"[array([[47.99502308, 55.57588838]]), 77.59262590861165]","[0, 77.6481259126851]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.98627204e+04 5.29175064e+01 2.69503026e+01 6.79551041e-05],52
7,[45.82774991],[[11.57710404]],"[array([[21.82155724, 45.39301316]]), 72.12785225612915]","[0, 72.11361036006825]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.98627202e+04 5.29178165e+01 2.69505369e+01 2.43939484e-06],52
8,[46.3020555],[[12.93438531]],"[array([[46.30242204, 16.90593591]]), 73.65071873460468]","[0, 73.87767871678365]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[2.04242825e+04 5.13219205e+01 2.86044255e+01 1.00000000e-03],52
9,[44.45976268],[[7.8374224]],"[array([[77.64886329, 48.58682136]]), 70.10724934678362]","[0, 70.33672069205255]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[2.04228112e+04 5.13212583e+01 2.86040099e+01 1.00000000e-03],52
