,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[46.6653647],[[13.98758033]],"[array([[3.39993586e-07, 5.60071669e+01]]), 27.476890971422677]","[0, 83.32136812774102]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[6.62776498e+04 6.89760966e+01 1.00842031e+02 8.41021000e-06],8
1,[0.00158035],[[73.88822732]],"[array([[8.44152438e-03, 5.50140029e+01]]), 37.1281208081096]","[0, 36.407809797520784]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[6.62776498e+04 6.89751616e+01 1.00840150e+02 1.19323443e-05],8
2,[24.6606777],[[24.57003447]],"[array([[12.03443476, 51.96842054]]), 30.499640154989443]","[0, 30.910373070912005]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[6.62775449e+04 5.57406703e+01 1.00459209e+02 3.37282542e-06],8
3,[23.22417793],[[27.44303231]],"[array([[13.03048724, 50.6346925 ]]), 29.66788124833966]","[0, 29.67646911213193]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[6.62774867e+04 5.57394658e+01 1.00464664e+02 1.33553151e-05],8
4,[25.45286912],[[22.98565647]],"[array([[32.93791599, 49.119773  ]]), 31.149677321806813]","[0, 31.010655668891914]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[6.62774230e+04 5.57400471e+01 1.00460898e+02 1.26102727e-05],8
5,[29.78880572],[[14.31640526]],"[array([[21.92095322, 48.00201157]]), 52.476014713835355]","[0, 52.20862505579677]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.31853929e+04 2.45532230e+01 5.14218594e+01 1.00000000e-03],8
6,[31.48027699],[[10.947918]],"[array([[31.49652783, 29.07998181]]), 40.95334764896219]","[0, 40.88710416459588]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[31278.85632075    77.28815571    57.62123199    48.72579032],8
7,[29.47175396],[[14.94967959]],"[array([[29.6526564 , 15.77205019]]), 61.131475854247284]","[0, 61.10335488449184]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[13053.34092992    21.17521211    62.24679574    23.77235812],8
8,[33.00214095],[[7.9615832]],"[array([[32.97354279, 44.92968792]]), 50.0001971327994]","[0, 50.04977926335294]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[26074.72954812    56.02909686    65.8821503    159.21711841],8
9,[32.39711858],[[9.13961817]],"[array([[32.37321794, 54.00074387]]), 49.11073832741342]","[0, 49.18423185150173]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[26074.71531628    56.02899441    65.88224902   159.21818174],8
10,[32.49675625],[[8.9445581]],"[array([[32.52768181,  6.41099493]]), 49.273659430878915]","[0, 49.24017646172124]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[26074.70108421    56.02898758    65.8822372    159.21818183],8
11,[30.25758313],[[13.3807504]],"[array([[87.08604778, 46.10881045]]), 50.71689501384819]","[0, 50.80895201001251]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[25327.49794778    62.26602986    52.95980593   313.81930609],8
12,[29.72262123],[[14.44857609]],"[array([[29.72627052,  4.35164877]]), 50.079156473249434]","[0, 50.15902179558264]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[25305.23466085    62.25245546    52.9433631    313.81560361],8
13,[29.9717797],[[13.95108662]],"[array([[29.96579247, 30.93953708]]), 50.38184851257285]","[0, 50.35448674626291]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[25282.72810463    62.238567      52.92695409   313.82281516],8
14,[29.36919403],[[15.15458878]],"[array([[29.39780428, 34.85634358]]), 56.598450227635965]","[0, 56.58381296012021]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[19846.13931252    57.76480972    43.7297805    294.33648224],8
15,[29.25604222],[[15.38068696]],"[array([[99.9999971 , 40.01326285]]), 56.73678433712525]","[0, 56.470412318277866]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.23532781e+04 2.86271113e+01 2.20687078e+01 1.00000000e-03],8
16,[28.90692615],[[16.07843161]],"[array([[32.66877846, 35.83650337]]), 56.593620759821974]","[0, 56.52814987963311]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.19715237e+04 2.90964470e+01 2.20475264e+01 1.00000000e-03],8
17,[28.45401115],[[16.98386731]],"[array([[28.48263521, 62.60155268]]), 60.431144647220215]","[0, 60.472865215898516]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[16784.31968557    56.15469588    38.3803288    219.29850187],8
18,[28.42983932],[[17.03219543]],"[array([[28.43933918, 54.99066854]]), 60.39296087200918]","[0, 60.41191910177517]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[16784.89639833    56.15517706    38.38091312   219.29815981],8
19,[28.38402368],[[17.1237985]],"[array([[28.38134916, 75.89009981]]), 60.38742906378311]","[0, 60.35979431524799]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[16784.55999717    56.15494525    38.38041235   219.29816328],8
20,[28.4757007],[[16.94050255]],"[array([[28.48740937,  5.50836463]]), 60.376131516732045]","[0, 60.383990178340134]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[16651.17057293    56.30802044    37.78355892   198.47015502],8
21,[28.72466356],[[16.44277187]],"[array([[28.73749103, 40.43660642]]), 60.55215023885955]","[0, 60.57418103960556]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[16651.29158152    56.30803103    37.78380121   198.47108033],8
22,[29.17467831],[[15.54328279]],"[array([[29.18296773, 44.22971538]]), 60.83792907517051]","[0, 60.84665472029791]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[16651.12686288    56.30804991    37.78348591   198.4693042 ],8
23,[28.69685326],[[16.49836764]],"[array([[28.68276287, 67.50176778]]), 60.532006167223706]","[0, 60.52383398168212]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[16651.32804163    56.30814489    37.78370047   198.470457  ],8
24,[28.72742991],[[16.43724169]],"[array([[28.7269851 , 32.79367928]]), 60.68059494206198]","[0, 60.66926395101555]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[16560.00306236    56.26254998    37.23995314   179.16243349],8
