,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[51.93179622],[[29.68707841]],"[array([[49.69554884, 39.43513696]]), 47.80160230286469]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.67647364e+04 4.38039737e+01 3.84641481e+01 1.00064886e-02],1747
1,[54.12662323],[[36.27127073]],"[array([[ 0.64042802, 41.31565482]]), 46.0363360553088]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.79654131e+04 4.35843984e+01 3.97559083e+01 6.02168935e+00],1747
2,[53.54182735],[[34.51690138]],"[array([[53.71382292, 62.13353207]]), 46.099378086830654]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.93489272e+04 4.57291978e+01 4.24968806e+01 6.24386159e+00],1747
3,[46.41043491],[[13.247483]],"[array([[99.99999886, 82.50326888]]), 49.16630034279963]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[24451.5187576     56.91586415    49.88972228    63.01755712],1747
4,[40.64130428],[[0.64914033]],"[array([[40.64803535, 15.0783923 ]]), 53.88839268891628]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[35249.03730694    67.68063061    62.45277921   111.97212767],1747
5,[54.5083111],[[37.41632857]],"[array([[94.20113301, 39.63373341]]), 46.0864952363949]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.40193471e+04 5.42204987e+01 2.52700539e+01 7.66953794e+00],1747
