,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[44.39646888],[[7.67308545]],"[array([[14.72746526,  0.28584303]]), 33.70789499912878]","[0, 70.66713993450449]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[20597.24646095    64.02259852    53.04327679   228.99385879],86
1,[8.92154032],[[56.04830755]],"[array([[ 0.57520386, 51.64810286]]), 37.14987571867839]","[0, 36.47143054888638]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[20376.19754675    63.79949977    52.90914565   228.77525632],86
2,[24.63022322],[[24.63094351]],"[array([[99.99922158, 64.51507639]]), 29.173574869039985]","[0, 30.084580409094375]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[18668.32133269    56.61653996    53.04334376   235.08856573],86
3,[25.13411934],[[23.62315353]],"[array([[99.94047286, 67.63128465]]), 29.77690400577679]","[0, 30.080685109161326]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[18276.58942169    56.27913722    52.69830239   233.94583466],86
4,[24.56123128],[[24.76892721]],"[array([[99.99999764, 65.66947645]]), 29.269306430122327]","[0, 29.68094261154116]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[17894.21603985    55.94430285    52.35265938   232.85918618],86
5,[25.30541829],[[23.2805569]],"[array([[99.33389361, 70.15569428]]), 30.04187789054447]","[0, 29.86288023476154]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[17509.76069543    55.598558      51.99295304   231.58735893],86
6,[33.10002724],[[7.77266167]],"[array([[46.13886782, 45.45028878]]), 45.5438502975576]","[0, 44.8934891694925]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.33618034e+04 3.84832635e+01 3.85683863e+01 1.00000000e-03],86
7,[38.51710983],[[0.13887413]],"[array([[96.74332504, 33.54443871]]), 54.491257432190054]","[0, 54.73483584770487]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[13339.41654761    41.38792528    33.58851629   112.15222492],86
8,[40.87790069],[[0.87969592]],"[array([[96.96963846, 31.17163715]]), 60.56803749796801]","[0, 60.46827033256942]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[13315.90070314    41.36996675    33.57978121   112.14642319],86
9,[41.44962212],[[1.57542898]],"[array([[41.68773913, 18.07326816]]), 61.37445862628779]","[0, 60.89605007014291]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[13298.07461244    43.72159814    32.64383227    80.28915777],86
10,[36.6301524],[[1.79181806]],"[array([[25.52188397, 43.48055749]]), 87.41908315913498]","[0, 87.20300091580206]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.32979844e+04 2.20838982e+01 3.70878332e+01 1.32388329e-02],86
11,[39.88701605],[[0.14675317]],"[array([[39.91524635, 89.11896943]]), 57.74409247166778]","[0, 57.756573597969926]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[14752.09721137    43.26014243    39.36116973   170.65433573],86
