,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[52.93825049],[[32.70621468]],"[array([[41.6249105 , 23.95467475]]), 37.01110524118644]","[0, 74.8100573125543]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9.99995881e+03 2.77201345e+01 1.68069510e+01 1.00000000e-02],2
1,[51.84812625],[[29.43610406]],"[array([[32.91529403, 42.37807553]]), 66.39807017398101]","[0, 47.162441173795244]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9.99995881e+03 2.77201345e+01 1.68069510e+01 1.00000000e-02],2
2,[40.22124369],[[0.32527304]],"[array([[ 3.88766907, 41.96827141]]), 70.61508310724314]","[0, 65.9084398027957]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9.99994860e+03 4.02146536e+01 1.57032738e+01 1.00147174e-02],2
3,[40.40840764],[[0.45595658]],"[array([[50.11291834, 42.70266802]]), 65.50809768352012]","[0, 62.979072827619696]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9.99994621e+03 4.50166143e+01 1.57060059e+01 9.97856236e-03],2
4,[28.66560343],[[16.56084053]],"[array([[27.88016728, 42.34206534]]), 62.960920748150635]","[0, 64.19494125598297]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9.99995359e+03 2.61670573e+01 2.00031620e+01 1.32830847e-02],2
5,[34.78575427],[[4.64704909]],"[array([[34.76831709, 64.63238683]]), 50.83223146979564]","[0, 50.579359278165676]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[18789.26886742    52.66377349    33.96328583   254.77654633],2
6,[33.9759535],[[6.11202161]],"[array([[ 6.61248804, 33.64059098]]), 41.488812591528955]","[0, 42.27416513539251]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12421.15157155    53.03229047    17.41774812    39.81879075],2
7,[34.64849484],[[4.88902778]],"[array([[ 7.47789048, 33.73307578]]), 44.48365390141575]","[0, 43.96642736075536]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12392.49933555    52.99782866    17.4111441     39.86779109],2
8,[36.35526819],[[2.15773248]],"[array([[36.35329182, 42.26378095]]), 50.39065038950603]","[0, 50.1918310619996]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[16377.53040001    48.45564867    32.94398381   259.6502182 ],2
9,[32.70623693],[[8.53571788]],"[array([[ 0.25818509, 26.00375909]]), 48.75239409258868]","[0, 49.7120532390687]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12194.07942207    50.98148891    18.38216259    42.46758015],2
10,[33.31476882],[[7.36022135]],"[array([[ 2.29568098, 24.60453565]]), 50.69475377547957]","[0, 51.038770729225945]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12194.03678194    50.98143672    18.38214519    42.4676532 ],2
11,[33.95802784],[[6.14534465]],"[array([[1.26986517e-06, 2.49960642e+01]]), 52.822365844507665]","[0, 52.54624612025717]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12194.05168255    50.9815007     18.38215265    42.46740128],2
12,[33.65733879],[[6.70891476]],"[array([[33.65679368, 48.72667364]]), 53.77282333400838]","[0, 54.03964746286911]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12451.94608239    50.88554079    19.18816107    41.18860491],2
13,[33.08772396],[[7.79637717]],"[array([[33.08697667, 91.34215244]]), 51.94351226469004]","[0, 52.186360201635345]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12451.96750833    50.885746      19.18811414    41.18766542],2
14,[32.98831306],[[7.98831427]],"[array([[32.98816626, 26.70101742]]), 51.66560238564027]","[0, 52.00543939408488]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12451.98893371    50.88576707    19.18812004    41.18764568],2
15,[32.97628414],[[8.01157598]],"[array([[32.99115074, 43.23013758]]), 51.612371871534094]","[0, 51.445499957771034]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12452.01035843    50.88578809    19.1881259     41.18762555],2
