,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[41.71158704],[[1.95704968]],"[array([[11.87996509, 15.40079696]]), 42.650873193578896]","[0, 100.51575812709773]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.46025656e+04 6.48761309e+01 3.01464543e+01 1.26640856e-04],97
1,[31.70740839],[[10.49812277]],"[array([[ 9.33121625, 38.75571934]]), 57.68721690082918]","[0, 56.957023022808784]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.46025654e+04 6.48757985e+01 3.01464883e+01 1.42722829e-04],97
2,[39.18887405],[[3.01639027e-05]],"[array([[96.96577654, 43.39433761]]), 52.129746039541345]","[0, 52.971514769275856]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[17183.88375558    59.89519559    38.85682283    91.75489752],97
3,[34.92851749],[[4.39860941]],"[array([[95.27920773, 43.62359806]]), 45.10758587529247]","[0, 45.13706958953832]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[17128.95670591    59.83189374    38.82255317    91.56837014],97
4,[35.74540281],[[3.05366281]],"[array([[94.80075604, 43.98133978]]), 46.62545315716818]","[0, 46.44976504193865]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[17073.9908473     59.76600586    38.78245298    91.37560452],97
5,[38.49095638],[[0.14958593]],"[array([[38.09367533, 39.12893319]]), 63.22128952647303]","[0, 62.36614889999542]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.21785479e+04 4.55817907e+01 3.11326242e+01 1.00000000e-03],97
6,[38.41626544],[[0.18229275]],"[array([[38.25599287, 19.47521542]]), 67.58867213027733]","[0, 67.4465299423006]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[11560.381797      43.56607325    30.22537209    69.31589327],97
7,[37.61607144],[[0.71936441]],"[array([[37.63191283,  6.71908208]]), 66.03704014064128]","[0, 66.47869615760608]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[11540.13194842    42.51594626    31.71001529    76.99822278],97
8,[38.87315108],[[0.0320909]],"[array([[38.88063106, 80.55273225]]), 69.91858793638515]","[0, 70.0753153435664]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[11520.46274584    42.50043984    31.69859188    76.93597642],97
9,[37.88579727],[[0.50161698]],"[array([[37.85934612, 99.25511622]]), 66.9752642802231]","[0, 66.97574342098702]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10732.51312206    41.88113048    31.19776327    74.45222037],97
10,[37.70933334],[[0.64005714]],"[array([[37.71006046, 18.27937379]]), 66.50244700209619]","[0, 66.7470244301442]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10716.26348315    41.86797454    31.18758653    74.40438919],97
