,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[38.40281351],[[0.18851417]],"[array([[30.45473742, 52.58436121]]), 53.75014968531025]","[0, 84.01265492978337]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.62949397e+04 5.17379312e+01 4.80093262e+01 3.99475202e-05],37
1,[35.25412373],[[3.84570052]],"[array([[47.38897443, 42.75491212]]), 59.24249287486018]","[0, 57.89843058882538]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.62949399e+04 5.17370448e+01 4.80094682e+01 1.57215533e-04],37
2,[44.86011269],[[8.89749521]],"[array([[99.99999731,  3.33854993]]), 72.47664520583578]","[0, 72.97982647052113]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[16284.07792221    50.79233306    44.90900274    73.31374957],37
3,[46.47176507],[[13.4250845]],"[array([[46.19770838, 99.99982173]]), 77.18975131530634]","[0, 77.86469461648477]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[22638.84258979    56.36855647    48.9795371     71.48882656],37
4,[45.47471215],[[10.58336907]],"[array([[99.99999999,  4.21562631]]), 74.07010747105095]","[0, 74.12868725808619]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[22638.61067219    56.36831867    48.97978999    71.47808962],37
5,[46.02462315],[[12.13771598]],"[array([[99.07142271,  4.9975878 ]]), 75.8410964561806]","[0, 76.06692484776435]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[22625.09473039    56.35805796    48.97173448    71.47255061],37
6,[45.41242742],[[10.40977871]],"[array([[99.99999502,  5.44838519]]), 73.9430292544412]","[0, 74.19848373804557]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[22611.66442603    56.3475219     48.96448813    71.47594656],37
7,[45.53689398],[[10.7572181]],"[array([[99.57959842,  5.52702342]]), 74.34506575548716]","[0, 74.25312432720881]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[22638.07332486    56.36873376    48.97929308    71.4818974 ],37
8,[46.29187117],[[12.90501499]],"[array([[16.64193539,  0.80301738]]), 74.55157841873338]","[0, 74.7145853871786]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[33324.10449016    67.55096442    53.83485615    51.09033711],37
9,[45.24820508],[[9.9548461]],"[array([[45.28828378, 99.99999733]]), 71.1142800570922]","[0, 70.97826451641708]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[33321.64992785    67.54889559    53.83364152    51.09471619],37
10,[45.68027707],[[11.16006864]],"[array([[45.67977027, 92.71324322]]), 70.94058460032652]","[0, 71.04473955668604]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[33320.44765953    65.8756539     56.17954849    54.649313  ],37
