,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[14.80278607],[[44.28581603]],"[array([[21.55241556,  8.1869389 ]]), 18.584147552256237]","[0, 43.62488511293757]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5.35032174e+03 5.48651043e+01 5.63988344e+00 1.03697068e-02],67
1,[0.00059521],[[73.89019775]],"[array([[ 0.47150143, 41.44062837]]), 40.24967829683107]","[0, 40.39107488424219]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5346.15640535   54.68596786   28.28138933  725.12495085],67
2,[0.00059521],[[73.89019775]],"[array([[19.33129235, 39.32734711]]), 42.11957129615843]","[0, 37.30761450259391]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5.34630321e+03 5.48441751e+01 5.63924635e+00 1.03770993e-02],67
3,[0.00059521],[[73.89019775]],"[array([[93.55381456, 12.89097552]]), 44.67098748524078]","[0, 44.71320030946277]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5779.89252555   53.49185087   29.63925001  541.18255479],67
4,[0.00059521],[[73.89019775]],"[array([[1.33822332e-02, 2.09778118e+01]]), 43.86194308884681]","[0, 43.802827717791686]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5781.64157829   53.49633474   29.64289713  541.0764766 ],67
5,[23.87729157],[[26.13680555]],"[array([[38.59597733, 38.65275449]]), 47.002324517025784]","[0, 43.18939484557993]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5.27672444e+03 1.92147598e+01 2.27461592e+01 9.38597754e-07],67
6,[38.29974006],[[0.23950391]],"[array([[41.71568649, 38.76142631]]), 67.11016281270632]","[0, 65.86737486063296]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5.27673072e+03 1.99977241e+01 1.87094831e+01 9.96256143e-03],67
7,[37.62331809],[[0.71305311]],"[array([[99.99999925, 36.92249755]]), 65.94754336270215]","[0, 66.02004614437624]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5.63087118e+03 2.12866319e+01 2.03012899e+01 1.00000000e-03],67
8,[39.36024146],[[0.00798865]],"[array([[99.99999278, 39.17918446]]), 70.82021419934152]","[0, 70.67834124364576]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5.63084004e+03 2.12865990e+01 2.03013380e+01 1.00000000e-03],67
9,[38.91455133],[[0.02448323]],"[array([[38.91585834, 88.6352499 ]]), 69.69445661232143]","[0, 69.60942530906487]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[6.77808759e+03 2.21107885e+01 1.97526086e+01 1.00000000e-03],67
