,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[54.01234453],[[35.92843693]],"[array([[31.14004381, 62.61573767]]), 35.35237256844231]","[0, 83.13920469253641]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.28652648e+04 3.66878315e+01 4.34769427e+01 1.03292302e-04],62
1,[35.26402498],[[3.82921054]],"[array([[20.62618411, 34.98961758]]), 8.652158829554285]","[0, 5.659158935423671]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.28652647e+04 3.66878228e+01 4.34770991e+01 8.24810708e-05],62
2,[24.89185438],[[24.10768197]],"[array([[99.99999946, 64.67455885]]), 33.655371726810785]","[0, 34.44518616479148]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12610.97724218    43.7102587     38.14350484   153.40959831],62
3,[25.70615163],[[22.47909469]],"[array([[99.29736837, 68.32653344]]), 35.83336569486076]","[0, 35.65318865554916]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12615.28394621    43.71391262    38.14630749   153.38819484],62
4,[25.07436618],[[23.74265931]],"[array([[26.80796714, 34.7574504 ]]), 44.54451235018196]","[0, 43.67869147131803]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9.82807851e+03 3.62050950e+01 3.37539440e+01 5.39802573e-03],62
5,[26.04481678],[[21.80177119]],"[array([[26.08757078,  4.91415153]]), 48.41518629389609]","[0, 49.428871403015734]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9725.96636092   36.1519574    33.03611925   57.57622573],62
6,[28.28113834],[[17.32951135]],"[array([[ 3.89396052, 50.48191891]]), 55.813156374771914]","[0, 55.65737894445667]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9726.02756239   36.15242267   33.03608249   57.56901649],62
7,[28.67746315],[[16.53713104]],"[array([[28.67007922, 93.06598747]]), 54.87848757272181]","[0, 55.09216717385072]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9515.02021588   36.74435454   33.67128585   53.85988994],62
8,[28.86805349],[[16.15613403]],"[array([[28.86948463, 99.99995082]]), 55.421725781158344]","[0, 55.53003210704291]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9513.98820521   36.74301909   33.67030705   53.84025288],62
9,[28.92979198],[[16.03272612]],"[array([[28.93721336, 54.68827762]]), 55.632886837687785]","[0, 55.40807479053439]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9514.03727928   36.74323585   33.67026799   53.84060065],62
10,[28.54742608],[[16.79710205]],"[array([[28.54708499, 19.75021785]]), 51.29169943014125]","[0, 51.31530603191095]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9669.04848638   38.25448629   33.68734907   63.10895819],62
11,[28.84927526],[[16.19367047]],"[array([[28.79743066, 99.99985384]]), 51.87912175576955]","[0, 51.844492320517574]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9670.11911601   38.25564456   33.68794632   63.11504973],62
12,[28.66703532],[[16.55797782]],"[array([[28.68365529, 31.93009327]]), 51.082169779975246]","[0, 51.14298934426689]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9415.90900656   38.20497943   34.91245917   63.4142656 ],62
13,[29.05909748],[[15.77427718]],"[array([[29.07140744, 13.02029364]]), 51.81985310934552]","[0, 51.8316873090386]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9415.93803096   38.20502179   34.91243959   63.41401233],62
14,[28.83204791],[[16.2281072]],"[array([[10.9973013 , 11.08688878]]), 51.36179677460019]","[0, 51.18639990664841]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9405.53006319   38.19624884   34.90304022   63.37772617],62
15,[28.6375137],[[16.6169965]],"[array([[28.6337312 ,  1.84660066]]), 49.23376342469451]","[0, 49.24557945264922]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9390.29858205   37.68017129   35.42555619   91.16443797],62
16,[27.98656805],[[17.91852224]],"[array([[27.99103238, 29.23154022]]), 48.09779131357982]","[0, 48.0689341830171]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9866.02733951   38.04045247   35.88022117   92.70394942],62
17,[28.44982961],[[16.99222767]],"[array([[28.46454676,  6.63963104]]), 52.50355235128816]","[0, 52.48150724910088]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10197.73367963    38.57742791    36.75504971   198.2055908 ],62
18,[28.44130637],[[17.00926865]],"[array([[28.45130911, 87.83398861]]), 54.15941884878166]","[0, 54.12136068269734]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9765.38488375   37.37661839   35.50020929  160.46892699],62
19,[28.20736813],[[17.47701464]],"[array([[0.29640856, 0.40181405]]), 54.33438427519369]","[0, 54.37531395119353]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9510.224732     36.86642213   35.05298422  137.47558654],62
20,[28.56268893],[[16.76658763]],"[array([[28.54562232, 61.07319035]]), 54.8851936467611]","[0, 54.90739642109219]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9510.40525694   36.86655447   35.05330038  137.48004395],62
21,[28.87168374],[[16.14887746]],"[array([[28.87202165, 16.30493063]]), 55.3707814915523]","[0, 55.435953659284586]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9510.20171454   36.86640179   35.05284349  137.47493995],62
22,[28.90318377],[[16.08591214]],"[array([[28.92397078, 98.51102349]]), 55.4207115381634]","[0, 55.37628119627795]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9510.30350181   36.8665262    35.05309325  137.47648347],62
23,[29.09307872],[[15.70636156]],"[array([[29.0743073 , 30.13927308]]), 56.39426967486536]","[0, 56.40831102605261]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9170.70394023   36.0772754    34.21529654  114.7455383 ],62
