,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[56.02516811],[[41.96689307]],"[array([[60.69568013, 33.08282614]]), 86.54962029914824]","[0, 86.50058899776818]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[3.97666685e+03 1.78333485e+01 4.39754626e+01 9.99056120e-03],74
1,[41.82386396],[[2.13215156]],"[array([[ 0.81411844, 87.23757424]]), 57.44882323492183]","[0, 73.3109932256861]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4462.37451338   33.9864151    34.59546026  218.45678952],74
2,[36.10750003],[[2.50864505]],"[array([[19.09884387, 42.41553547]]), 95.40940045085094]","[0, 91.60812409156566]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4.46239873e+03 2.78534764e+01 2.23981195e+01 1.00442667e-02],74
3,[37.95732847],[[0.44993999]],"[array([[ 1.32683996, 42.82381818]]), 59.91060513897788]","[0, 59.63948070058669]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4325.0843936    33.95134466   37.03080005  207.6533747 ],74
4,[37.80891515],[[0.56003686]],"[array([[99.95332771, 39.88767153]]), 60.16283094040202]","[0, 60.34777728903668]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4262.38950363   34.15038597   37.381602    172.83638967],74
5,[36.63582601],[[1.78454152]],"[array([[36.65498368, 64.39761672]]), 55.84828472522187]","[0, 55.88229125499428]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4262.46991623   34.14816863   37.38102033  172.69727175],74
6,[36.97016407],[[1.37685846]],"[array([[36.9689873 , 62.27315119]]), 57.14602526599367]","[0, 57.07965373504817]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4262.4956385    34.14839876   37.38115537  172.69715878],74
7,[37.31225929],[[1.00586824]],"[array([[37.31204345, 93.59811011]]), 48.45764319851056]","[0, 48.31867191405353]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4187.88063235   37.31338434   39.56044771  234.13453694],74
8,[37.00311676],[[1.3390155]],"[array([[37.01681993,  8.26592678]]), 48.45018751281885]","[0, 48.433913913828135]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4178.67200718   37.62641854   39.8304219   210.25126626],74
9,[35.57014694],[[3.32979355]],"[array([[35.59739142, 74.92257743]]), 49.281552407972555]","[0, 49.551207710791495]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[6381.40960302   39.62190857   41.99266829  336.1323624 ],74
10,[35.6004738],[[3.2814754]],"[array([[35.61229232, 28.42397744]]), 49.369512897601055]","[0, 49.0730112300037]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[6381.88664247   39.62255276   41.9930738   336.10647402],74
11,[34.98745963],[[4.29705909]],"[array([[34.98415741, 49.59916157]]), 52.42061453200869]","[0, 52.426269680378674]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[6589.25150852   38.660311     40.85264014  277.14487938],74
12,[34.13383058],[[5.82000172]],"[array([[34.12977211, 78.72810536]]), 50.47285610627377]","[0, 50.71095733715045]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[6589.30297512   38.6604564    40.85282936  277.14510371],74
13,[33.74777893],[[6.53853493]],"[array([[33.78800014, 84.83122046]]), 49.61484887610919]","[0, 49.59558337036899]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[6589.38668731   38.66050095   40.85296561  277.14610252],74
14,[39.43214338],[[0.01672026]],"[array([[31.44623095, 45.94100044]]), 65.76456187351546]","[0, 65.54480874651449]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4613.28314785   23.23282693   25.3534686    15.88843436],74
15,[39.79698398],[[0.11070601]],"[array([[39.93592186, 68.63959425]]), 64.58591708636901]","[0, 64.67466491917229]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4807.55879335   23.74993641   26.05008839   11.88300977],74
16,[39.47581082],[[0.02358847]],"[array([[39.4581892, 12.3645956]]), 63.90524926068532]","[0, 63.756259430788994]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4807.53631139   23.74993861   26.05004152   11.88301633],74
17,[38.2823231],[[0.24869544]],"[array([[38.2711673 ,  4.14315422]]), 59.853887966100444]","[0, 59.83305950450917]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5142.65030457   25.00425216   29.80169759   40.93443138],74
18,[37.63132313],[[0.70611011]],"[array([[37.6074156 , 33.21693496]]), 60.517741368381486]","[0, 60.52640906628886]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4247.24741616   24.8398687    26.89521852   52.09456456],74
19,[36.86782265],[[1.49712784]],"[array([[36.8544928 , 99.22543423]]), 59.02664187465568]","[0, 59.09626160448125]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4247.27156358   24.83988925   26.89523006   52.09460544],74
20,[37.96100661],[[0.44735323]],"[array([[37.95825337, 59.57873361]]), 61.224569588915735]","[0, 61.23292570426575]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4247.2543553    24.83987656   26.89522936   52.09450455],74
21,[37.40803394],[[0.91101569]],"[array([[37.40759255, 31.41660819]]), 60.089077543729985]","[0, 60.23420750479541]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4247.24856685   24.83989311   26.89521856   52.09443475],74
22,[38.55493098],[[0.12406726]],"[array([[38.55881893, 53.33963764]]), 62.519548910518786]","[0, 62.440142988211285]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4247.25216734   24.83989479   26.89522784   52.09459439],74
23,[38.47452508],[[0.15651312]],"[array([[38.492015  ,  3.27749873]]), 61.6614484580754]","[0, 61.67426844987783]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4189.80494982   24.80058538   26.61860169   46.82489327],74
24,[38.35545417],[[0.21121604]],"[array([[38.3979748 , 78.83881262]]), 61.41154010802998]","[0, 61.483350872837]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4189.79870659   24.80059252   26.61858795   46.82494688],74
25,[38.06085892],[[0.37979497]],"[array([[38.06035383, 14.98185869]]), 60.85264530672643]","[0, 60.80390807353829]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4189.80257208   24.80060596   26.61856983   46.82510829],74
26,[37.74855023],[[0.60796361]],"[array([[37.75866171, 39.70193089]]), 59.63180690586946]","[0, 59.57781942803792]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4409.65585178   25.4617326    28.27508503   50.85750891],74
27,[37.79663054],[[0.56964448]],"[array([[37.80591362, 22.95116943]]), 64.9179614165472]","[0, 64.6952519653761]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4231.81200492   25.50626737   26.14313411   60.28708863],74
28,[35.7307457],[[3.0764642]],"[array([[35.70122389, 26.33782   ]]), 62.90842266018471]","[0, 62.901434937051974]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5040.23156417   29.7674792    29.49698022  134.00666921],74
29,[35.96759019],[[2.71493198]],"[array([[35.98095865, 96.5778464 ]]), 63.770021673879235]","[0, 63.72132431807513]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4982.35545484   29.19651441   29.05338465  120.01431993],74
30,[36.20006038],[[2.37533367]],"[array([[36.18085097, 71.76830763]]), 64.07320296215109]","[0, 63.99413288752702]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4930.17175509   28.88039516   29.14155573  111.09789378],74
31,[36.29086759],[[2.24709799]],"[array([[36.30585481, 67.57770339]]), 64.14162319027429]","[0, 64.16352421060145]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4911.24076979   28.48056439   29.16346883  101.93004848],74
32,[36.41349379],[[2.07809387]],"[array([[36.42993763, 95.82072535]]), 64.37671935589135]","[0, 64.39927888320395]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4911.22914482   28.48049109   29.16345561  101.92982641],74
33,[36.40661876],[[2.08743917]],"[array([[36.39185613, 56.04812588]]), 64.36574658913706]","[0, 64.39096675428851]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4911.27188604   28.48041121   29.16340709  101.9294617 ],74
34,[35.8217241],[[2.9358279]],"[array([[35.80642722, 62.84497658]]), 63.22046407900313]","[0, 63.20607777095798]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4911.22267592   28.48046109   29.16345688  101.9294737 ],74
