,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[47.99402477],[[17.90251378]],"[array([[ 0.15738061, 75.58685288]]), 52.8591667296747]","[0, 79.76798246845595]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.09123419e+04 3.04947274e+01 4.22305952e+01 1.00000000e-03],99
1,[38.72403287],[[0.06786754]],"[array([[ 3.87468677, 47.6539258 ]]), 51.53014638653558]","[0, 45.476392373539696]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.09123411e+04 3.04952160e+01 4.22293809e+01 9.69455857e-05],99
2,[32.57405762],[[8.79348292]],"[array([[12.09531383, 27.92241912]]), 67.2324946318468]","[0, 66.49588628340683]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.99776282e+04 4.50572858e+01 4.36854854e+01 1.00000000e-03],99
3,[35.04533826],[[4.19794799]],"[array([[59.93497291, 46.75059026]]), 56.687932066874936]","[0, 57.35663669707797]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.50827381e+04 3.94933661e+01 4.42132889e+01 1.00000000e-03],99
4,[36.65743013],[[1.7569396]],"[array([[56.52042891, 30.53716755]]), 63.65838323121735]","[0, 63.74106642171027]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.50827381e+04 3.94924115e+01 4.42128642e+01 2.82850607e-04],99
5,[37.08397351],[[1.24802058]],"[array([[56.215536  , 30.21021122]]), 65.46864390400336]","[0, 65.37005108104117]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.50827379e+04 3.94932113e+01 4.42118570e+01 1.66208687e-05],99
6,[29.06590243],[[15.76067669]],"[array([[ 1.21215146, 22.03929487]]), 38.257333479004934]","[0, 38.09326500844854]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[14854.40685043    40.70390668    22.91980195   142.35751606],99
7,[29.00899412],[[15.87441834]],"[array([[99.47268569, 11.98996847]]), 36.36913154857379]","[0, 36.34452342605017]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[18234.5746437     55.38716942    56.34358893   128.18996804],99
8,[29.76872774],[[14.35649973]],"[array([[29.78888199, 41.83545573]]), 38.43228528576599]","[0, 38.59127770467142]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[30877.37327197    64.10591237    65.6864538    102.86547114],99
9,[31.40484181],[[11.0975044]],"[array([[31.39174685, 85.38515171]]), 41.269755841952104]","[0, 41.32268647787161]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[30878.32398439    64.10623786    65.68784142   102.86533217],99
10,[31.27714204],[[11.35093074]],"[array([[31.25743737, 20.91737859]]), 41.05654111661096]","[0, 41.145311620349695]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[30878.28941546    64.10637516    65.68721      102.87000004],99
11,[31.18244157],[[11.53901783]],"[array([[31.19434417, 20.61544539]]), 40.909773192887606]","[0, 40.91996316713847]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[30878.25483891    64.10636061    65.6871836    102.86998017],99
12,[31.1002305],[[11.70239382]],"[array([[31.07661969, 35.65976904]]), 40.7762764059814]","[0, 40.68496299527897]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[30878.22026243    64.10634587    65.68715734   102.86996603],99
13,[31.91070047],[[10.09642001]],"[array([[31.90692164,  7.01166521]]), 56.56796213970576]","[0, 56.49280936735903]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[30878.13408022    55.93736886    59.72604602   100.36573428],99
14,[32.47221809],[[8.99256273]],"[array([[32.48269144, 45.84491049]]), 57.82838371615296]","[0, 57.79299159024816]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[25361.11714191    54.85475625    53.64859822   118.52234417],99
15,[32.22742891],[[9.47260618]],"[array([[32.23766813, 90.08257466]]), 56.93970903579172]","[0, 57.036307781070775]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[25991.19747483    55.15449937    54.96434048   106.95646306],99
16,[32.82593171],[[8.30296268]],"[array([[32.8118087 , 98.39884984]]), 58.249968509683875]","[0, 58.15386166329131]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[25991.69118187    55.1544699     54.96442962   106.95746862],99
17,[32.44636617],[[9.04316147]],"[array([[32.44626811, 85.82105667]]), 56.18194094432277]","[0, 56.16927625682717]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[23802.95512149    55.75308158    53.39280104   113.19153248],99
18,[32.50722667],[[8.9240817]],"[array([[32.52627413, 66.85969971]]), 56.58683080896045]","[0, 56.53891452253678]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[24285.17675093    55.55929998    54.29593494   101.44891333],99
19,[32.44285888],[[9.05002801]],"[array([[32.44538441, 59.25182541]]), 56.60743346848818]","[0, 56.66763313718754]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[22301.58018301    54.52989956    51.53959579    91.30864988],99
20,[33.00358034],[[7.95880146]],"[array([[ 0.96177394, 87.09875751]]), 57.723169444325876]","[0, 57.70896219576685]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[22301.52858977    54.52966757    51.53960241    91.30927148],99
21,[33.65263892],[[6.71778805]],"[array([[33.64339385, 75.72656821]]), 58.17666611040606]","[0, 58.16222634677578]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[17952.36580684    51.54487695    46.54042477    84.22098004],99
22,[33.93897215],[[6.18080421]],"[array([[33.92237721, 99.11328816]]), 59.12471696630396]","[0, 59.032930912030714]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[17960.95616815    51.20647121    46.58682722    75.63544575],99
23,[33.86469757],[[6.31936162]],"[array([[33.87427836, 21.69196817]]), 59.25267621970653]","[0, 59.23885398935783]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[17967.39957267    50.84955491    46.70940603    68.58456385],99
24,[33.87523158],[[6.29967788]],"[array([[33.8983601 ,  4.65100923]]), 59.73330405376001]","[0, 59.76765944328079]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[18159.97028138    50.43569675    47.02400142    62.34194192],99
25,[33.34236061],[[7.30744416]],"[array([[90.16442629,  3.71441164]]), 58.67899356357838]","[0, 58.708557914898705]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[18159.89395605    50.43579698    47.02393688    62.34207021],99
26,[33.17793287],[[7.62270071]],"[array([[ 0.14380661, 99.05236174]]), 58.35368133584563]","[0, 58.408619305560535]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[18159.79210186    50.4356996     47.02393255    62.34187456],99
27,[33.30486428],[[7.37917923]],"[array([[33.33698257, 29.30235598]]), 58.61816185214339]","[0, 58.60229899209691]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[18159.79358638    50.43575808    47.0239232     62.34256473],99
28,[33.08013313],[[7.81101347]],"[array([[33.09427151, 93.68646588]]), 53.76169441105081]","[0, 53.75284486525991]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[18377.83839911    53.3945716     48.55982204    83.20113539],99
29,[32.97791768],[[8.00841658]],"[array([[32.97375642, 74.71475298]]), 53.68718099182717]","[0, 53.6806145703802]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[18372.26197521    53.25213649    48.58402934    77.48043153],99
30,[33.07106752],[[7.82849771]],"[array([[33.09681014, 68.09861072]]), 54.01020501300488]","[0, 54.03141230236165]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[18275.83378656    53.07447188    48.44727684    72.38550749],99
31,[32.53655739],[[8.86674314]],"[array([[32.51108313, 32.73620926]]), 52.952499526065566]","[0, 52.915487012610974]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[18276.06653092    53.0746842     48.44745983    72.38543578],99
32,[32.76194286],[[8.42731161]],"[array([[32.76119429, 45.46982642]]), 57.84816824633101]","[0, 57.840639233934574]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[17619.06155721    51.31856801    45.97247006    90.24690427],99
33,[32.78206941],[[8.38817917]],"[array([[32.77998297, 44.16223752]]), 57.92242402911583]","[0, 57.94552500119238]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[17711.82989472    51.20999494    46.22237237    85.17781646],99
