,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[44.06117518],[[6.81920853]],"[array([[26.4731492 , 55.93929855]]), 57.38473602140814]","[0, 80.56028231544644]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[17453.66723448    51.46005349    44.57507244   102.83111184],82
1,[34.25483751],[[5.59807112]],"[array([[19.43267723, 54.15362053]]), 58.154480234845096]","[0, 58.354291045658414]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[17392.15900739    51.40696421    44.51701472   102.86965155],82
2,[36.6607619],[[1.75269778]],"[array([[20.84770736, 53.96577488]]), 71.25200374207974]","[0, 71.11552674036162]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[17330.38958724    51.35350976    44.45852604   102.90857409],82
3,[38.88504525],[[0.02980128]],"[array([[ 0.89174164, 11.75697757]]), 58.72680268792098]","[0, 59.13486645809333]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[17233.33020226    55.41135605    41.00952301   119.03268088],82
4,[39.95125037],[[0.17559417]],"[array([[ 2.03817142, 12.01218975]]), 61.56696385913253]","[0, 61.47179048527948]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[17140.66661278    55.32578281    40.9340157    119.01705486],82
5,[39.9987106],[[0.19857529]],"[array([[40.00905269, 21.37644353]]), 60.03492418093094]","[0, 60.292230251418424]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[17121.23758187    56.80593895    42.90504812   108.60339481],82
6,[39.7734295],[[0.10211767]],"[array([[39.88001245, 44.57215731]]), 64.38608614571896]","[0, 64.42123592823985]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[17053.29076184    41.60965187    40.1691296    113.52481408],82
7,[39.91544344],[[0.15919604]],"[array([[11.47275397, 99.861278  ]]), 59.879531687608434]","[0, 60.117531339557935]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[16990.80049668    56.68488297    42.80251579   108.64071937],82
8,[41.41223643],[[1.52410879]],"[array([[41.40184274, 41.67944877]]), 63.65106072146449]","[0, 63.64984019952879]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[16929.21751704    56.62737326    42.75445039   108.6724602 ],82
9,[41.73901074],[[1.99918974]],"[array([[41.79158381, 70.65362019]]), 63.39487607899479]","[0, 63.55171904891556]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[16903.73458922    58.17388056    42.68711186    82.24363014],82
