,X_r,Decision,best_r_quality,top_quality,OC,mean_input,P5_input,P95_input,KG,Best_ext_src,DL,HP_names,HP_vars,fp,file_number,results_name
0,[1.49663194 1.16884947 1.10680678],True,0,0,1.420629073788556,[0.66661587],[0.29553745],[1.10902479],"[array([[6.74855636e-01, 4.33818085e-06, 2.20101121e-02, 6.16552988e-01]]), 0.003751972898159872]",0,"[0, 0.005027181987124723]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']","[1.42827802e+00 2.22449838e+04 7.93209577e-01 5.03435009e-01
 3.62597367e+00 3.61820383e-02]",5,406,Production_line_BICO_RESULTS
