,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[38.92584557],[[0.02258423]],"[array([[ 1.83499647, 39.53652403]]), 67.15634638569207]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.95340832e+04 4.93555100e+01 4.57878005e+01 5.97112560e-04],1230
1,[38.40428616],[[0.18782813]],"[array([[38.93878272, 42.26403381]]), 66.40137572119127]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.95337500e+04 5.37213992e+01 4.46902845e+01 1.80823289e-05],1230
2,[39.06608075],[[0.0053636]],"[array([[39.13587874, 62.60132846]]), 68.9593502537075]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[16298.65992187    47.68050636    43.22690801    18.18975763],1230
3,[40.35334303],[[0.41522684]],"[array([[40.30876864, 81.2987847 ]]), 71.00752353599081]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.35989885e+04 4.03290086e+01 4.16874720e+01 9.37271692e+00],1230
4,[43.93178327],[[6.49777748]],"[array([[53.29555238, 36.65388993]]), 79.94800399095591]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.04136125e+04 2.90644069e+01 4.03456527e+01 1.00000000e-03],1230
5,[36.71219412],[[1.68772876]],"[array([[36.68697966, 47.36058877]]), 68.66243232931686]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[17359.23687709    51.96249771    42.81187836    20.76229561],1230
6,[36.83954426],[[1.53107854]],"[array([[36.801196  , 20.27954569]]), 67.5587392358031]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[17611.68235742    51.81271269    43.54896376    19.9360121 ],1230
7,[37.36616423],[[0.95197935]],"[array([[37.34962397, 57.50929603]]), 66.04279451003153]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[15763.03049461    54.23176983    39.69671301    20.42560368],1230
8,[37.20846429],[[1.11321283]],"[array([[37.24506978,  3.40178895]]), 66.2957512184691]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[14589.12734956    53.48813889    37.60652963    19.45397325],1230
9,[38.06599942],[[0.37645692]],"[array([[38.08598975, 88.30345525]]), 65.6607124933494]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[14349.62545983    52.40924331    37.00716061    23.05157465],1230
10,[37.94897587],[[0.45583963]],"[array([[37.97750179, 64.82905471]]), 65.82321093020958]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[14855.27622873    54.01338046    36.93783343    20.0270307 ],1230
11,[37.85831897],[[0.5221567]],"[array([[37.87989838, 48.19893827]]), 65.93480756797965]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[14951.9906225     54.41391946    36.49358174    16.81627492],1230
12,[37.97699832],[[0.436187]],"[array([[37.95711082, 39.01628051]]), 65.95901582592525]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[15067.953047      54.60346095    36.53363748    15.24549109],1230
13,[37.94549364],[[0.45830987]],"[array([[37.94162236, 70.17241429]]), 65.4847446327319]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.53421900e+04 5.50261259e+01 3.66606131e+01 1.37349293e+01],1230
14,[38.00143507],[[0.4193785]],"[array([[38.00417676, 82.06396195]]), 65.59334400696498]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.54306893e+04 5.52100911e+01 3.67805566e+01 1.27547510e+01],1230
15,[37.90344118],[[0.48862886]],"[array([[37.8912798, 37.9095731]]), 65.47154120431617]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.53714471e+04 5.53248331e+01 3.64098031e+01 1.15368417e+01],1230
