,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[42.39562878],[[3.12523598]],"[array([[45.76681096, 28.96258841]]), 50.8010674983856]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[2.16424586e+04 5.02525528e+01 5.47409489e+01 1.59736153e-04],837
1,[41.79697346],[[2.0895958]],"[array([[41.8070745 , 43.86112618]]), 56.96027796925759]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[25815.25416842    51.62977445    58.6206784    156.63943533],837
2,[40.97763657],[[0.9871021]],"[array([[ 0.19942625, 79.91199396]]), 61.918735911301944]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[24270.92100561    51.03470306    56.2912064    148.62060882],837
3,[42.85264643],[[4.03122121]],"[array([[42.84333595,  1.86047888]]), 59.53507457234719]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[24266.24640693    47.89378652    56.73064617   170.30113389],837
4,[41.52264659],[[1.67795624]],"[array([[41.50606768, 36.83099352]]), 63.66795219872148]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[13926.51449075    44.37229853    39.89815844   185.45286455],837
5,[41.24698332],[[1.30687694]],"[array([[41.24948179, 65.87568825]]), 70.59775015043807]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12793.77220044    43.69559516    36.70831015   183.18667055],837
6,[41.65602342],[[1.87292734]],"[array([[73.43314573, 75.42528911]]), 70.92146575465499]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12251.61367904    44.94746222    33.98759845   161.13510752],837
7,[41.865171],[[2.19827325]],"[array([[41.8613654 , 23.16722561]]), 69.49512704526366]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12730.98958815    44.59167948    36.26975803   159.00833458],837
8,[42.0942232],[[2.58114453]],"[array([[42.0786471 , 32.38960835]]), 69.6829326625693]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12865.47997912    44.48606957    36.64050388   135.07002085],837
9,[40.97763657],[[0.9871021]],"[array([[40.9884182 , 71.91196786]]), 61.85890788046669]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[14359.44167925    46.74284758    40.83285818   246.92174948],837
10,[41.55889335],[[1.7299618]],"[array([[41.55963885, 88.29514957]]), 62.84692388679292]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[13919.04200522    46.28210012    39.62614544   221.69377611],837
11,[41.64642666],[[1.85856955]],"[array([[41.64977846, 33.6553673 ]]), 62.517839599715735]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[13891.72453885    46.17918902    39.60973974   199.60451487],837
12,[41.51308156],[[1.66435558]],"[array([[41.49978504,  8.0940307 ]]), 64.64405014765515]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[13432.76628934    45.6798403     38.43019814   188.60988102],837
13,[41.77209662],[[2.0505726]],"[array([[41.77187171, 64.1800088 ]]), 66.69315397262486]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12304.9599195     44.55926734    35.77650305   177.01848773],837
14,[42.06107566],[[2.5240625]],"[array([[42.09828004,  3.41643515]]), 66.50578427044691]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12104.91914478    44.5420895     35.1035562    165.95989415],837
15,[40.8944786],[[0.89713161]],"[array([[40.86419085, 11.66248079]]), 64.18442119337246]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12408.87666317    46.24708236    36.89923352   233.17657831],837
16,[41.23710444],[[1.29439228]],"[array([[94.51315994,  0.28795939]]), 64.40035524940174]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12764.85118885    46.42465918    37.79916708   220.82560107],837
17,[42.14082401],[[2.66233432]],"[array([[42.10835114, 68.60569511]]), 60.149636150325215]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[31808.71807324    62.53105036    51.02113193   263.62381932],837
18,[42.47307244],[[3.27210316]],"[array([[42.47328651, 25.80705099]]), 59.94207119639063]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[30979.00815151    61.89444757    49.75476404   247.65617557],837
19,[42.80921099],[[3.94116587]],"[array([[42.80079291, 62.57882135]]), 59.617731178885144]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[30719.35864989    61.24475349    49.54440811   232.80266568],837
20,[43.17077233],[[4.71431328]],"[array([[43.17577323, 16.09387649]]), 59.468239984692026]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[30655.49148406    61.00581996    49.1679692    220.90394308],837
21,[43.68680162],[[5.90276145]],"[array([[43.69724574, 69.35930342]]), 59.87869472445692]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[30530.11739135    60.40331779    49.0177763    208.28058569],837
22,[43.9297197],[[6.49269005]],"[array([[43.91718553,  0.7890359 ]]), 60.01097906484072]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[30086.64959921    59.95717702    48.21617963   197.11539665],837
23,[44.56276296],[[8.10684085]],"[array([[44.55860686, 39.20162844]]), 60.22127480113526]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[31589.99857593    59.63800654    49.37794469   189.66695059],837
