,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[24.14562885],[[25.60013119]],"[array([[ 0.35220165, 40.29172534]]), 41.44929847605012]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9960.13246429   41.85692842   41.38871438  103.45454494],323
1,[32.43483597],[[9.06573678]],"[array([[28.90011058, 35.83128312]]), 43.463224779005216]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9.96012443e+03 3.75336862e+01 3.28087927e+01 9.89948208e-03],323
2,[28.50092113],[[16.89007897]],"[array([[ 0.24808235, 11.29057689]]), 55.42538708994479]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10809.22099371    39.24412364    42.56057797   191.48350861],323
3,[28.33944427],[[17.21293145]],"[array([[ 4.53165929, 93.23392797]]), 57.2203714653496]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10772.02918869    39.56431203    44.2132814    173.75657865],323
4,[28.67924831],[[16.53356236]],"[array([[28.6212286 , 70.25685666]]), 54.35821360902063]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10585.13952286    40.09865296    45.10997505   177.524227  ],323
5,[29.02153419],[[15.84935422]],"[array([[28.88366174, 98.21660364]]), 50.63255184962838]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8132.4254777    36.71520901   40.16799335  184.2220531 ],323
6,[29.8184083],[[14.25729363]],"[array([[29.8213043 ,  4.59783603]]), 48.69959637045985]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9104.61956203   41.53939498   43.02166988  194.08078311],323
7,[29.58210606],[[14.72923132]],"[array([[29.59063069, 45.60621525]]), 49.24994327806251]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9634.38633493   42.11033624   43.56936578  163.80453479],323
8,[29.34102883],[[15.21086562]],"[array([[73.06954677, 33.99974286]]), 50.75953445469441]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9858.4863156    41.52767989   43.73621541  134.62103504],323
9,[26.00604318],[[21.87931752]],"[array([[6.46651937e+01, 2.62175331e-08]]), 51.56519521719931]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7575.73096704   30.7617324    43.36466518  122.51212761],323
10,[33.83268821],[[6.37923906]],"[array([[33.82754956, 67.14718935]]), 49.52211042590843]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[19782.9901405     51.52144306    57.4547311    169.56020868],323
11,[27.68710339],[[18.51736139]],"[array([[27.6834205 , 22.77747637]]), 49.08655067599743]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[16685.54547309    37.76122533    56.79213227   103.53494819],323
12,[26.7493968],[[20.39264233]],"[array([[99.4568738 , 86.96863986]]), 49.77628088926844]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[16633.83486887    36.66306318    56.78866411    86.63237528],323
13,[33.47093701],[[7.06221106]],"[array([[33.46747902, 68.42929231]]), 50.123655376988246]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[28319.4005906     65.76487633    56.537269     157.05993926],323
14,[33.43534904],[[7.12996829]],"[array([[33.41862724,  9.97959348]]), 49.603577963178104]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[27878.64892997    65.53710511    55.6301949    145.34765874],323
15,[33.68873854],[[6.64968058]],"[array([[33.68840739, 43.95242428]]), 49.89470744702258]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[29673.53180378    66.26243159    57.08001724   137.92820517],323
16,[34.15349394],[[5.78382283]],"[array([[31.40645139, 36.31296178]]), 52.91026372704377]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[26691.76068952    63.8782641     54.20262507   133.86621318],323
17,[34.02490129],[[6.02119892]],"[array([[34.00258727, 79.62061991]]), 55.76700803189714]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[24209.4741991     61.9937378     51.27685987   140.14117899],323
18,[34.10532778],[[5.87252166]],"[array([[34.11326707, 48.86696506]]), 55.94205854981555]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[23818.47144985    61.44628748    50.91255863   131.23175713],323
19,[34.1355688],[[5.81680173]],"[array([[34.10306033, 85.6288058 ]]), 56.21912791831177]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[23517.29566307    60.99445266    50.64558216   123.23710989],323
20,[34.35925512],[[5.40798688]],"[array([[34.34401899, 19.11039269]]), 56.69053354898964]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[23422.2335274     60.7383791     50.59663145   116.23894664],323
21,[34.60503596],[[4.96624432]],"[array([[34.58146256, 79.13193193]]), 57.163996202687024]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[23607.76589926    60.68573126    50.80162621   110.13428512],323
22,[34.17431861],[[5.74555542]],"[array([[34.17123651, 79.05763922]]), 56.396258199675565]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[23355.10036953    60.26546863    50.57823416   104.23656336],323
23,[34.40675036],[[5.32198421]],"[array([[34.41269818, 12.0662877 ]]), 56.87461994614565]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[23125.93721547    59.84956036    50.39529495    98.85531313],323
24,[33.79865788],[[6.4430028]],"[array([[33.77406149, 33.13055524]]), 56.55980076490216]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[18971.20383455    57.96424428    46.31690217   138.90446865],323
25,[34.03282316],[[6.00652353]],"[array([[34.04004699, 27.14116047]]), 57.492998515790056]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[18664.47338177    57.6199534     45.77622049   132.96650309],323
26,[34.4450993],[[5.25276023]],"[array([[34.48668482, 26.16119227]]), 59.34292209125082]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[19423.61171404    58.66353657    45.93015775   150.24524979],323
