,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[26.63238387],[[20.62666061]],"[array([[4.87686641e-07, 4.84389815e+01]]), 65.3427242766969]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[21208.62342969    57.14861559    50.27123496   161.84217936],326
1,[33.97888459],[[6.10657584]],"[array([[99.84853158, 60.69424532]]), 59.51947504456538]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[21113.15407142    56.07213053    49.09991848   165.95599282],326
2,[35.8081979],[[2.95660084]],"[array([[3.43124926, 0.42359858]]), 60.77240708107631]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[21046.46435151    55.77362073    47.09848648   119.03453412],326
3,[36.07240149],[[2.55986357]],"[array([[36.04556317, 27.76061128]]), 61.80257618087953]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[21014.120771      57.07652515    46.03683108    87.08706936],326
4,[38.08634499],[[0.36338221]],"[array([[38.24283633, 90.04370513]]), 64.13961231298848]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[20997.84423673    55.65674242    43.22620903    47.87392155],326
5,[39.57351689],[[0.0432569]],"[array([[39.49443421, 75.62345567]]), 65.73529749165145]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[11175.51730812    40.65410364    35.90595631    31.29972067],326
6,[40.41327602],[[0.45964878]],"[array([[4.03948740e+01, 1.71272929e-05]]), 65.46754405655541]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[11169.38757483    38.22655347    35.58344523    12.94183153],326
7,[39.14748205],[[0.00080455]],"[array([[39.12754609, 15.66532953]]), 65.03022871479446]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[14887.32370473    38.39474251    40.79659937    25.63225778],326
8,[35.04632714],[[4.19625985]],"[array([[35.09017364, 42.5540746 ]]), 65.10969128573419]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[14863.96215008    40.65966599    40.52804116    87.2639171 ],326
9,[35.40088056],[[3.60338952]],"[array([[35.36634957, 99.20739153]]), 65.82373352826491]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12057.22883068    38.21447006    37.93113028    63.69676113],326
10,[35.50512668],[[3.4341159]],"[array([[35.46807888, 52.66689063]]), 65.8771051636705]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[11582.33522765    37.29584911    37.73674003    52.68184895],326
11,[36.78912568],[[1.59236883]],"[array([[36.75406317, 12.30672074]]), 65.45419325797326]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[11577.74380941    35.92709247    35.39006806    35.02494569],326
12,[36.05358382],[[2.58747212]],"[array([[36.04142549, 82.21122728]]), 63.34027115856219]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[17449.77542289    44.33542189    45.48160793   154.75579066],326
13,[36.22033692],[[2.34647734]],"[array([[36.20651674, 95.03026665]]), 63.75302867998144]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[17276.91624126    43.42691711    45.40561426   137.59452038],326
14,[36.05358382],[[2.58747212]],"[array([[36.04874782,  1.49094282]]), 63.60954107052069]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[17265.45059322    42.91415401    45.43136975   123.92894325],326
15,[36.5909908],[[1.84235608]],"[array([[36.56919757, 10.59695632]]), 64.1555022476625]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[17621.42485483    43.8421405     44.22539985   125.50788009],326
16,[36.7851566],[[1.5972346]],"[array([[36.79473175, 26.78882376]]), 64.67260600556259]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[16810.5428115     43.39952196    43.7213407    123.47262424],326
17,[36.0700933],[[2.56324451]],"[array([[36.08294131, 38.97333193]]), 62.83620367043138]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[17565.08891097    43.59656606    45.45218081   122.99443567],326
