,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[35.43954149],[[3.54032849]],"[array([[26.88691181, 37.75843671]]), 75.61503710642243]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.25934915e+04 3.70728212e+01 4.25815722e+01 9.35897019e-05],95
1,[38.16803973],[[0.3130797]],"[array([[13.37583039, 35.34965021]]), 76.94160396653393]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.25925526e+04 3.48744011e+01 4.41796152e+01 4.93681596e+00],95
2,[37.01541782],[[1.32500062]],"[array([[ 0.36327884, 33.31985168]]), 71.46906485277401]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12591.30155986    38.9192745     45.20319771    16.71365049],95
3,[37.39823515],[[0.92053187]],"[array([[37.39854288, 26.78737041]]), 71.74614507176986]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[11754.05867906    38.52558365    43.75404754    12.41905658],95
4,[37.43550943],[[0.8845634]],"[array([[37.4494795 , 28.77312993]]), 72.0266326034544]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.22397572e+04 3.90338362e+01 4.55733022e+01 1.00062472e+01],95
5,[37.4233743],[[0.89620445]],"[array([[37.44859746,  7.63175595]]), 72.17036922960156]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12239.78505776    37.85916142    46.04326369    33.32363006],95
6,[38.58154268],[[0.11413567]],"[array([[38.5557858 , 17.92000689]]), 74.82980761008606]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[11583.69534869    39.03558863    37.88598245    57.78800441],95
7,[38.60733763],[[0.10489454]],"[array([[38.61739786,  6.98408498]]), 75.01417721065421]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[11756.40475162    39.00442896    38.28287582    47.93192979],95
8,[38.09604734],[[0.3572236]],"[array([[38.07303008, 87.34777978]]), 73.04519461353577]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[13425.71098584    41.93217731    43.14843349    83.75339161],95
9,[38.14218405],[[0.32861755]],"[array([[38.12021939,  7.33872713]]), 71.68749717140051]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9912.46059379   40.28566732   34.92653433   83.80187217],95
10,[38.10952656],[[0.34874986]],"[array([[38.13395213, 86.69438377]]), 71.76261528539447]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9810.99019421   40.23392471   34.95045111   76.47810314],95
11,[38.10763114],[[0.34993563]],"[array([[38.11823069, 47.878943  ]]), 71.6719991861434]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9462.37349013   39.53790558   34.25748223   67.56253789],95
12,[37.68785789],[[0.65794857]],"[array([[37.69520755, 76.32118208]]), 67.31459847923824]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10422.60596588    42.76775397    34.48897444    68.76718009],95
13,[37.95767353],[[0.4496969]],"[array([[37.95258434, 80.02380491]]), 67.96377902387867]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9849.89461937   41.83588062   33.67146252   63.67858459],95
14,[38.03334789],[[0.39789254]],"[array([[38.04336312, 74.10768212]]), 68.2243346482947]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9688.29168021   41.52698043   33.48542775   58.02620203],95
15,[37.9425335],[[0.46041476]],"[array([[37.93184947, 13.58060878]]), 67.96284002082945]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9447.37893497   41.20608307   33.05956339   53.26019079],95
16,[38.71434202],[[0.07064246]],"[array([[38.7436699 , 15.00548856]]), 69.90274202758182]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7912.25723785   41.41936247   28.1968069    90.39078368],95
17,[38.99181881],[[0.013014]],"[array([[39.0316472 , 52.24460902]]), 70.65505810809674]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7708.80598987   41.3239017    27.4921651    82.9528327 ],95
18,[39.25345832],[[0.00091211]],"[array([[39.28747987, 29.52831006]]), 70.12465375448797]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7460.52875118   41.33390365   26.1662234    75.62582306],95
19,[39.47636234],[[0.02368268]],"[array([[39.47065615, 46.20188542]]), 70.65834086968957]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7255.13610058   40.90050044   25.4078625    68.8457194 ],95
20,[39.72949201],[[0.08702993]],"[array([[39.72121167,  9.91753672]]), 71.32958949283643]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7186.16193025   40.81308741   25.12656691   63.94019063],95
21,[39.37042783],[[0.00903094]],"[array([[39.38665618, 18.11968594]]), 70.64304869788857]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7366.38526804   41.23450377   25.94865697   67.99661118],95
