,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[0.00082622],[[73.88973558]],"[array([[ 0.51186504, 28.26962987]]), 73.45742783293252]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.15540412e+04 3.27639398e+01 3.86110719e+01 9.92730974e-03],634
1,[41.28975328],[[1.36158484]],"[array([[16.8902376 , 45.73125984]]), 59.30126928120504]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.15540329e+04 3.16387900e+01 3.86056278e+01 1.00006212e-02],634
2,[44.02243499],[[6.72247471]],"[array([[47.47822955, 41.45830245]]), 48.098215285753106]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.25398196e+04 3.10633383e+01 4.70090837e+01 1.00000000e-03],634
3,[44.8665759],[[8.91488025]],"[array([[43.54094051, 41.06170225]]), 54.566391662637]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.25398205e+04 3.14692833e+01 5.01726989e+01 9.89935515e-03],634
4,[40.16254016],[[0.28882]],"[array([[40.16373014, 46.41303821]]), 67.37732901919443]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12103.26441228    37.67655732    41.58523818   133.89745099],634
5,[40.676978],[[0.68170251]],"[array([[40.67699606, 71.82970011]]), 66.28911245415536]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[12691.93579758    37.2975579     43.58762118   108.16239467],634
6,[40.63066523],[[0.63958122]],"[array([[40.66690377,  4.39205985]]), 66.93891551305337]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10866.91488528    36.64946533    38.11289014   106.72712719],634
7,[39.42366752],[[0.01552426]],"[array([[39.42388379, 14.54715556]]), 65.5504884208732]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9347.77821968   37.63506379   32.40448818  114.49703339],634
8,[40.01804649],[[0.20834529]],"[array([[13.85099409,  0.1842581 ]]), 62.470429830908735]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8396.27200238   36.90216818   29.75108535  106.84295619],634
9,[37.88361565],[[0.50323387]],"[array([[37.8619336 , 56.69928612]]), 64.07765341260473]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9444.73210454   40.36425497   33.35933121  177.61722275],634
10,[38.23641747],[[0.27371111]],"[array([[38.24611787,  2.56261999]]), 62.131778017904686]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9380.93575434   39.53237036   33.69363165  177.55210347],634
11,[38.56491651],[[0.12029328]],"[array([[38.5652855 , 65.62428152]]), 63.349916557754334]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9215.84480719   39.09851034   33.24770829  158.44355006],634
12,[38.98224214],[[0.01424174]],"[array([[93.10015998, 63.47981098]]), 64.08914805304371]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8335.60845966   36.43379328   31.17078753  132.05507125],634
13,[39.15898624],[[0.00048459]],"[array([[39.15969425, 23.78273378]]), 64.00312720441362]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8075.73303312   36.43959167   31.69153959  128.54617477],634
14,[39.04736422],[[0.00697888]],"[array([[39.02574982, 49.34639601]]), 62.29229120132352]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7731.70026191   35.39042866   30.96824136  113.74484496],634
15,[39.70762643],[[0.07997375]],"[array([[39.69128881, 49.98544525]]), 62.02832311352367]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7366.4657479    33.44921342   30.03271271   95.50708002],634
16,[40.10434437],[[0.25482511]],"[array([[40.09597423, 97.9138841 ]]), 62.01245351040433]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7054.05269461   31.85226398   28.89783793   78.76522515],634
17,[39.71154309],[[0.0812156]],"[array([[39.71728619, 97.92295251]]), 61.70074780055487]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[6855.71425344   31.19040814   28.11609426   67.5643403 ],634
