,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[0.00022063],[[73.89094692]],"[array([[ 0.04335473, 39.17833377]]), 8.7163464644275]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[3.82956107e+03 4.93138063e+01 1.70654243e+01 1.00000000e-02],1224
1,[0.00022063],[[73.89094692]],"[array([[1.54678930e-08, 5.67410976e+01]]), 0.663944408518292]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[3.82952083e+03 5.33143380e+01 1.73200757e+01 9.85941057e-03],1224
2,[0.00022063],[[73.89094692]],"[array([[20.22133662, 38.73206175]]), 1.8091267291431363]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[3315.8701218    44.28116385   17.47256465    5.68303259],1224
3,[28.70464017],[[16.48280086]],"[array([[43.35516016, 35.03692478]]), 45.86168972836681]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[3391.61110805   31.59131639   25.61779004   71.15411795],1224
4,[31.70285694],[[10.5071267]],"[array([[31.69518081, 94.53498947]]), 50.446126489583264]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[3805.99442478   31.78125335   30.19755495   74.68823742],1224
5,[31.91213718],[[10.09358442]],"[array([[78.25416234, 14.56733164]]), 51.62502671016473]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[3560.19373521   29.97626293   29.23603117   49.12893317],1224
6,[32.96733887],[[8.02887954]],"[array([[32.98717437, 15.75243965]]), 48.953678184659594]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7567.7232834    40.6179201    42.55759435   84.84006008],1224
7,[32.60553916],[[8.73202417]],"[array([[32.59205905, 91.5706068 ]]), 47.953107307948386]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8204.54663856   44.12172936   43.52500536   85.71340854],1224
8,[49.94528118],[[23.73081912]],"[array([[99.87257252, 50.84400713]]), 60.74179022086462]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4.68406473e+03 1.67745731e+01 4.08434575e+01 1.00000000e-03],1224
9,[33.00048747],[[7.96477919]],"[array([[33.01128002, 41.88716531]]), 46.82328376650445]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[11752.17206219    50.57950142    47.17404497    81.03321548],1224
10,[32.68089007],[[8.58508973]],"[array([[32.69793545, 84.76646409]]), 51.72643580052331]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[11438.92622023    50.38314024    45.55813239    86.30290504],1224
11,[32.96811932],[[8.02736968]],"[array([[32.95713073, 34.81031627]]), 51.97521584470335]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10565.71563138    49.12621667    42.92171998    78.55058072],1224
12,[33.03971492],[[7.8890014]],"[array([[33.02045953, 64.741749  ]]), 57.46467014894507]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10486.75800795    46.87563834    43.96972133   106.58095274],1224
13,[33.3709609],[[7.25279318]],"[array([[33.35667212, 75.56292746]]), 55.91951037999635]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10082.05120867    45.13634792    43.43181029   105.08520697],1224
14,[33.62923895],[[6.76199438]],"[array([[33.62440512, 86.72764373]]), 56.3797613548316]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9579.24257935   44.14293404   41.70194925   95.77215533],1224
15,[33.53443456],[[6.94155277]],"[array([[33.51004759, 46.5326247 ]]), 56.369133964475914]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9431.27833279   43.88794411   41.24199864   88.18843454],1224
