,X_r,OC,KG,DL,HP_names,HP_vars,file_number
0,[0.00179691],[[73.88779433]],"[array([[4.03882919e-03, 5.25087377e+01]]), 53.091948372293444]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.43669887e+05 1.06613048e+02 6.27622533e+01 2.15229232e-04],843
1,[99.99951116],[[173.88992164]],"[array([[99.84754624, 32.26147569]]), 51.94756832303761]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.43669846e+05 6.79145662e+01 7.84684477e+01 4.42762520e-05],843
2,[28.00540689],[[17.88085164]],"[array([[36.16264819, 35.9566709 ]]), 45.23805275996823]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5.02056425e+04 3.15162159e+01 8.26006155e+01 1.00000000e-03],843
3,[31.5165541],[[10.87601502]],"[array([[19.3573309 , 46.51256428]]), 76.7269880734328]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5.02056373e+04 2.58699092e+01 7.00200244e+01 1.02929976e-02],843
4,[32.22307022],[[9.48117156]],"[array([[32.23634372, 99.99987792]]), 69.61965426005743]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[5.02007070e+04 2.62397321e+01 7.61925967e+01 4.17117948e+01],843
5,[35.50947726],[[3.42710505]],"[array([[35.51927916,  8.5848741 ]]), 45.0170053033294]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[45079.27997124    70.33803768    62.00824001   448.51530563],843
6,[35.27736678],[[3.80702243]],"[array([[35.29231057, 86.99925425]]), 44.78055174903573]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[45456.20901714    72.4637065     62.43509569   414.06749497],843
7,[32.04144165],[[9.8385899]],"[array([[32.05872946, 88.5316379 ]]), 72.68575256743809]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[4.54561172e+04 2.69647592e+01 6.31741407e+01 2.72012933e+01],843
8,[35.51107717],[[3.42452789]],"[array([[35.54182372, 12.67905807]]), 44.5709809182224]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[46205.62634851    73.02754626    62.57631851   334.65843648],843
9,[35.0072171],[[4.26315797]],"[array([[35.04473563, 75.83051901]]), 43.699604851599815]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[44906.40252243    74.53348012    61.06287487   329.38872688],843
10,[34.97150292],[[4.32448984]],"[array([[34.99602691, 25.31868084]]), 43.33033901386641]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[45013.3002863     74.65758548    60.9760564    302.86656596],843
11,[34.8414045],[[4.54979904]],"[array([[34.8452798 , 98.57920461]]), 42.58465309614316]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[45620.55829449    75.2202359     61.33470168   281.20143   ],843
12,[34.98614213],[[4.29932224]],"[array([[34.98976888, 64.37938576]]), 42.66195614273345]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[45902.92872025    75.51554944    61.47889231   261.1884633 ],843
13,[34.81770371],[[4.59115443]],"[array([[34.80012845, 70.15018996]]), 42.49409989104084]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[46403.14622186    75.95869828    61.70459723   243.69159824],843
14,[34.73312534],[[4.73948119]],"[array([[34.70438258, 78.83466074]]), 42.3083024486041]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[46570.34326721    76.1820599     61.59880161   227.8570554 ],843
15,[35.44310561],[[3.53453175]],"[array([[ 0.76091881, 40.29776689]]), 81.74808451460005]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9.05075766e+03 1.80866158e+01 2.03355486e+01 1.00000000e-03],843
16,[35.83087293],[[2.92180477]],"[array([[40.27582149, 38.06971989]]), 80.94449927370363]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9.05075572e+03 1.80343455e+01 2.06033911e+01 4.40677356e-03],843
17,[33.53463407],[[6.94117413]],"[array([[24.01355289, 42.87344763]]), 83.10885760263777]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[9.05075201e+03 1.76925631e+01 1.99970188e+01 7.73409852e-03],843
18,[34.70311379],[[4.79238661]],"[array([[74.88461448, 40.91206633]]), 81.52206117129776]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8.14331691e+03 1.52827500e+01 2.04240356e+01 1.00000000e-03],843
19,[34.70311379],[[4.79238661]],"[array([[34.71011239, 74.0301715 ]]), 81.36422084293619]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[8.16669316e+03 1.49133555e+01 2.03040460e+01 1.00000000e-03],843
20,[34.69735926],[[4.80254693]],"[array([[44.88368813, 37.86278383]]), 80.83998414256675]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7.99915684e+03 1.48141365e+01 2.00864922e+01 1.00579039e-02],843
21,[33.27212281],[[7.44189484]],"[array([[32.94778724, 41.5494859 ]]), 83.90216036893582]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[7.99915438e+03 9.51861393e+00 2.07143136e+01 1.43369734e-02],843
22,[37.71895936],[[0.63211036]],"[array([[37.7181638 , 95.11979169]]), 72.62703740229779]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[10016.72581291    18.22187957    22.41354194    10.64983674],843
23,[37.68791773],[[0.65789853]],"[array([[37.72277499, 27.29976241]]), 72.35135548051103]","[nan, nan]","['rbf.variance', 'rbf.lengthscale', 'Gaussian_noise.variance']",[1.10220417e+04 1.85417859e+01 2.27215531e+01 9.55460051e+00],843
